,pl_name,hostname,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_orbeccen,pl_insol,pl_eqt,st_spectype,st_teff,st_rad,st_mass,st_met,st_logg,st_spectype_short,pl_tsurf_c,pl_hz_status,pl_type,P_HABITABLE,hz_zone_inner,hz_zone_outer,pl_system_class
1442,Kepler-1011 b,Kepler-1011,5.75322197,0.0633,2.87,8.6,0.0,108.79,920.0,nan,5416.0,0.88,0.91,0.08,4.52,,731.3805351481816,Too Hot,Neptune-Like,0.0,0.45873629593092013,0.8561060886179811,NeptuneLike-GasGiant-Only
1443,Kepler-1012 b,Kepler-1012,5.50860439,0.06066,1.29,2.21,0.0,191.81,934.0,nan,5556.0,0.91,0.95,0.05,4.5,,797.3255103072235,Too Hot,Super-Earth,0.0,0.4992165636509709,0.9316514596109058,Terrestrial-SuperEarth-Only
1444,Kepler-1013 b,Kepler-1013,18.93054959,0.137,2.15,5.27,0.0,16.1,766.0,nan,4954.0,0.76,0.81,0.04,4.59,,307.2768854243917,Too Hot,Neptune-Like,0.0,0.3314734258336589,0.6186046767792478,NeptuneLike-GasGiant-Only
1445,Kepler-1014 b,Kepler-1014,16.57110363,0.121,2.39,6.3,0.0,33.48,614.0,nan,5388.0,0.84,0.88,-0.06,4.54,,433.0367274853045,Too Hot,Neptune-Like,0.0,0.43336873887233,0.8087644672031075,NeptuneLike-GasGiant-Only
1446,Kepler-1015 b,Kepler-1015,16.00494214,0.1345,3.55,12.3,0.0,172.11,1040.0,nan,6769.0,1.81,1.49,0.06,4.09,,962.0795293436566,Too Hot,Neptune-Like,0.0,1.4738413032049762,2.7505225213756486,NeptuneLike-GasGiant-Only
1447,Kepler-1016 b,Kepler-1016,1.95452434,0.03044,2.18,5.39,0.0,1445.2,1540.0,nan,5821.0,1.0,0.99,-0.03,4.44,,1386.514410662333,Too Hot,Neptune-Like,0.0,0.6021688954353406,1.1237838870203338,NeptuneLike-GasGiant-Only
1448,Kepler-1016 c,Kepler-1016,105.6551369,0.43519,3.68,13.1,0.0,7.07,407.0,nan,5821.0,1.0,0.99,-0.03,4.44,,165.78797079173802,Too Hot,Neptune-Like,0.0,0.6021688954353406,1.1237838870203338,NeptuneLike-GasGiant-Only
1449,Kepler-1017 b,Kepler-1017,7.23400469,0.07196,1.99,4.62,0.0,119.6,831.0,nan,5473.0,0.87,0.93,0.04,4.53,,673.4892405547118,Too Hot,Super-Earth,0.0,0.4631197146263218,0.8642865432002372,Terrestrial-SuperEarth-Only
1450,Kepler-1018 b,Kepler-1018,49.1013514,0.253,2.58,7.18,0.0,12.1,498.0,nan,5518.0,0.88,0.91,-0.05,4.52,,238.77669581086298,Too Hot,Neptune-Like,0.0,0.4761778441722723,0.888655977904689,NeptuneLike-GasGiant-Only
1451,Kepler-1019 b,Kepler-1019,1.41122985,0.0221,1.46,2.73,0.0,330.25,1164.0,nan,4433.0,0.67,0.7,0.01,4.64,,941.0325913802213,Too Hot,Super-Earth,0.0,0.2339878922531445,0.4366745361064051,Terrestrial-SuperEarth-Only
1452,Kepler-102 b,Kepler-102,5.286965,0.05521,0.46,1.1,0.1,90.0,857.0,nan,4909.0,0.72,0.8,0.11,4.6,,608.7014081340285,Too Hot,Super-Earth,0.0,0.308348386817131,0.5754481032157747,Mixed-Members
1453,Kepler-102 c,Kepler-102,7.071392,0.06702,0.567,1.7,0.094,61.0,777.0,nan,4909.0,0.72,0.8,0.11,4.6,,527.2407751184544,Too Hot,Super-Earth,0.0,0.308348386817131,0.5754481032157747,Mixed-Members
1454,Kepler-102 d,Kepler-102,10.311767,0.08618,1.154,3.0,0.092,36.9,686.0,nan,4909.0,0.72,0.8,0.11,4.6,,432.68150840822193,Too Hot,Super-Earth,0.0,0.308348386817131,0.5754481032157747,Mixed-Members
1455,Kepler-102 e,Kepler-102,16.1456994,0.1162,2.17,4.7,0.089,20.3,590.0,nan,4909.0,0.72,0.8,0.11,4.6,,334.706719969504,Too Hot,Neptune-Like,0.0,0.308348386817131,0.5754481032157747,Mixed-Members
1456,Kepler-102 f,Kepler-102,27.453592,0.1656,0.861,4.3,0.1,10.0,495.0,nan,4909.0,0.72,0.8,0.11,4.6,,236.0332632782446,Too Hot,Super-Earth,0.0,0.308348386817131,0.5754481032157747,Mixed-Members
1457,Kepler-1020 b,Kepler-1020,96.9151496,0.37594,2.28,5.82,0.0,2.34,325.0,nan,5227.0,0.8,0.87,0.0,4.57,,106.15033915245493,Too Hot,Neptune-Like,0.0,0.3884347782375691,0.7249074939782717,NeptuneLike-GasGiant-Only
1458,Kepler-1021 b,Kepler-1021,13.47469571,0.1034,2.33,6.04,0.0,50.37,634.0,nan,5431.0,0.86,0.89,-0.05,4.53,,505.9868855551297,Too Hot,Neptune-Like,0.0,0.4507971657335536,0.8412898690151619,NeptuneLike-GasGiant-Only
1459,Kepler-1022 b,Kepler-1022,10.99469878,0.0805,2.36,6.17,0.0,19.26,512.0,nan,4445.0,0.68,0.71,0.06,4.64,,369.49818815374135,Too Hot,Neptune-Like,0.0,0.2387676930670405,0.44559472972407727,NeptuneLike-GasGiant-Only
1460,Kepler-1023 b,Kepler-1023,62.1387714,0.30284,2.63,7.41,0.0,6.98,524.0,nan,5494.0,0.89,0.93,0.05,4.51,,195.36343120564658,Too Hot,Neptune-Like,0.0,0.4774088185034216,0.8909532555109675,NeptuneLike-GasGiant-Only
1461,Kepler-1024 b,Kepler-1024,66.4162133,0.3033,3.91,14.5,0.0,5.45,376.0,nan,5143.0,0.78,0.81,-0.1,4.57,,137.12270660984024,Too Hot,Neptune-Like,0.0,0.3666492250235758,0.6842507050652373,NeptuneLike-GasGiant-Only
1462,Kepler-1025 b,Kepler-1025,37.3229493,0.21607,1.98,4.58,0.0,17.95,1654.0,nan,6089.0,1.13,1.09,-0.03,4.37,,419.53050644929215,Too Hot,Super-Earth,0.0,0.7445493891143111,1.3894982170618269,Terrestrial-SuperEarth-Only
1463,Kepler-1026 b,Kepler-1026,36.5156053,0.1977,2.21,5.52,0.0,5.99,425.0,nan,4948.0,0.75,0.79,-0.02,4.59,,206.254376023617,Too Hot,Neptune-Like,0.0,0.3263200548810809,0.6089873164601649,NeptuneLike-GasGiant-Only
1464,Kepler-1028 b,Kepler-1028,2.51462432,0.0354,1.33,2.33,0.0,519.64,1217.0,nan,5522.0,0.87,0.9,-0.09,4.52,,1088.606332664439,Too Hot,Super-Earth,0.0,0.47144949760103944,0.879831809586998,Terrestrial-SuperEarth-Only
1465,Kepler-1029 b,Kepler-1029,4.41769648,0.047,1.26,2.13,0.0,92.16,790.0,nan,5030.0,0.77,0.82,0.01,4.58,,739.6167266920107,Too Hot,Super-Earth,0.0,0.34621813717615335,0.646121656070385,Terrestrial-SuperEarth-Only
1466,Kepler-103 b,Kepler-103,15.9653287,0.13223,3.486,9.8,0.093,149.9,973.0,nan,6009.0,1.49,1.21,0.16,4.16,,730.2528846432259,Too Hot,Neptune-Like,0.0,0.9561230682482386,1.784342742128878,NeptuneLike-GasGiant-Only
1467,Kepler-103 c,Kepler-103,179.60978,0.6639,5.45,38.0,0.095,5.95,434.0,nan,6009.0,1.49,1.21,0.16,4.16,,174.65507367969593,Too Hot,Neptune-Like,0.0,0.9561230682482386,1.784342742128878,NeptuneLike-GasGiant-Only
1468,Kepler-1030 b,Kepler-1030,19.32952416,0.1338,2.48,6.71,0.0,16.88,529.0,nan,4983.0,0.76,0.8,-0.01,4.59,,317.61483002139823,Too Hot,Neptune-Like,0.0,0.3353655796945063,0.6258683196339024,NeptuneLike-GasGiant-Only
1469,Kepler-1031 b,Kepler-1031,1.22621732,0.0218,0.87,0.59,0.0,3973.86,2024.0,nan,6011.0,1.12,1.09,0.03,4.38,,1870.0983521044104,Too Hot,Terrestrial,0.0,0.7191750275412194,1.342143896877864,Terrestrial-SuperEarth-Only
1470,Kepler-1032 b,Kepler-1032,3.29011795,0.0361,1.87,4.16,0.0,176.14,802.0,nan,4647.0,0.71,0.77,0.16,4.62,,752.0137755452319,Too Hot,Super-Earth,0.0,0.2724750956566994,0.5085003965406617,Terrestrial-SuperEarth-Only
1471,Kepler-1033 b,Kepler-1033,7.56052806,0.0761,2.51,6.85,0.0,159.42,914.0,nan,5547.0,0.92,0.94,0.06,4.49,,686.261140589057,Too Hot,Neptune-Like,0.0,0.5030686791222219,0.9388403817394787,NeptuneLike-GasGiant-Only
1472,Kepler-1034 b,Kepler-1034,12.12400943,0.0965,2.26,5.73,0.0,36.79,675.0,nan,5198.0,0.8,0.83,-0.06,4.57,,471.34642725301694,Too Hot,Neptune-Like,0.0,0.384136572806582,0.7168860666958902,NeptuneLike-GasGiant-Only
1473,Kepler-1035 b,Kepler-1035,2.71407755,0.03883,1.17,1.71,0.0,1180.06,1301.0,nan,5763.0,0.97,0.98,-0.03,4.45,,1159.6837327537082,Too Hot,Super-Earth,0.0,0.5725218862794317,1.0684558363018253,Terrestrial-SuperEarth-Only
1474,Kepler-1036 b,Kepler-1036,122.8808058,0.47726,3.01,9.32,0.0,2.82,326.0,nan,5533.0,0.89,0.95,0.04,4.52,,102.7074483498431,Too Hot,Neptune-Like,0.0,0.4842107947077916,0.9036472875612955,NeptuneLike-GasGiant-Only
1475,Kepler-1037 b,Kepler-1037,1.06378867,0.0198,1.28,2.18,0.0,1015.43,1650.0,nan,5105.0,0.78,0.82,-0.03,4.57,,1320.729403535262,Too Hot,Super-Earth,0.0,0.36125113110821055,0.6741766361309323,Terrestrial-SuperEarth-Only
1476,Kepler-1038 b,Kepler-1038,148.4603382,0.5238,3.53,12.2,0.0,1.51,285.0,nan,5335.0,0.83,0.87,-0.04,4.55,,60.91865524859344,In HZ,Neptune-Like,0.0,0.41982670454218174,0.7834919562961888,Mixed-Members
1477,Kepler-1038 c,Kepler-1038,7.1276598,0.0692,1.416,2.59,0.0,89.24,784.0,nan,5159.0,0.82,0.87,0.16,4.55,,610.264275236488,Too Hot,Super-Earth,0.0,0.38785377978991314,0.723823218953758,Mixed-Members
1478,Kepler-1039 b,Kepler-1039,0.93488424,0.01714,1.46,2.73,0.0,668.13,2080.0,nan,4870.0,0.74,0.79,0.01,4.6,,1318.6350381285656,Too Hot,Super-Earth,0.0,0.311898123731798,0.5820727182998534,Terrestrial-SuperEarth-Only
1479,Kepler-1040 b,Kepler-1040,201.1214,0.67249,2.08,4.98,0.0,2.12,300.0,nan,5694.0,0.96,0.98,0.01,4.47,,65.26933672633112,In HZ,Super-Earth,0.0,0.5531326298652987,1.032271081319163,Terrestrial-SuperEarth-Only
1480,Kepler-1041 b,Kepler-1041,24.7576421,0.1688,2.94,8.96,0.0,117.96,644.0,nan,5957.0,1.08,1.06,0.01,4.4,,476.39595134954914,Too Hot,Neptune-Like,0.0,0.6810861920391522,1.2710614814009802,NeptuneLike-GasGiant-Only
1481,Kepler-1042 b,Kepler-1042,10.13202575,0.0756,2.19,5.43,0.0,25.66,574.0,nan,4815.0,0.72,0.75,-0.1,4.61,,466.0239412291644,Too Hot,Neptune-Like,0.0,0.29665262756108624,0.5536211608113352,NeptuneLike-GasGiant-Only
1482,Kepler-1043 b,Kepler-1043,38.5053398,0.2159,2.55,7.04,0.0,21.69,532.0,nan,5629.0,0.9,0.92,-0.11,4.5,,298.5539438810532,Too Hot,Neptune-Like,0.0,0.5067901050502702,0.9457854075061403,NeptuneLike-GasGiant-Only
1483,Kepler-1044 b,Kepler-1044,6.77408868,0.0741,2.67,7.61,0.0,218.5,1058.0,nan,5985.0,1.11,1.08,0.04,4.38,,879.139345157111,Too Hot,Neptune-Like,0.0,0.706601261283147,1.3186783940478546,NeptuneLike-GasGiant-Only
1484,Kepler-1045 b,Kepler-1045,26.41045478,0.1616,2.69,7.7,0.0,19.13,512.0,nan,5301.0,0.82,0.86,-0.03,4.55,,320.8535741718307,Too Hot,Neptune-Like,0.0,0.4094987504440856,0.7642176488895681,NeptuneLike-GasGiant-Only
1485,Kepler-1046 b,Kepler-1046,14.37508035,0.11858,1.71,3.57,0.0,101.4,786.0,nan,5913.0,1.04,1.04,0.0,4.42,,597.9416116256705,Too Hot,Super-Earth,0.0,0.6462078320060942,1.2059705421180607,Terrestrial-SuperEarth-Only
1486,Kepler-1047 b,Kepler-1047,56.1886887,0.29871,2.09,5.02,0.0,28.85,503.0,nan,5754.0,1.13,1.08,0.29,4.37,,283.5602331511187,Too Hot,Super-Earth,0.0,0.6648769524102018,1.2408113597923294,Terrestrial-SuperEarth-Only
1487,Kepler-1047 c,Kepler-1047,3.18897601,0.04413,0.99,0.937,0.0,1323.07,1309.0,nan,5754.0,1.13,1.08,0.29,4.37,,1175.2453489457262,Too Hot,Terrestrial,0.0,0.6648769524102018,1.2408113597923294,Terrestrial-SuperEarth-Only
1488,Kepler-1048 b,Kepler-1048,6.92101021,0.059,1.61,3.22,0.0,96.98,619.0,nan,4651.0,0.7,0.75,0.01,4.62,,523.769327278429,Too Hot,Super-Earth,0.0,0.26910008756372844,0.5022018651116976,Terrestrial-SuperEarth-Only
1489,Kepler-1049 b,Kepler-1049,3.27346074,0.0349,0.95,0.809,0.0,50.43,625.0,nan,3864.0,0.49,0.51,-0.33,4.77,,447.07376948496096,Too Hot,Terrestrial,0.0,0.1300149925879463,0.24263749730176978,Terrestrial-SuperEarth-Only
1490,Kepler-105 b,Kepler-105,5.4122034,0.06016,2.53,10.8,0.02,341.81,1418.0,nan,6082.0,1.03,0.99,-0.09,4.43,,978.7110304093925,Too Hot,Super-Earth,0.0,0.6771005652722043,1.263623396879635,Terrestrial-SuperEarth-Only
1491,Kepler-105 c,Kepler-105,7.12592,0.07229,1.44,5.6,0.02,236.17,997.0,nan,6082.0,1.03,0.99,-0.09,4.43,,868.8626688729322,Too Hot,Super-Earth,0.0,0.6771005652722043,1.263623396879635,Terrestrial-SuperEarth-Only
1492,Kepler-1050 b,Kepler-1050,15.3787546,0.12353,1.6,3.19,0.0,62.03,1039.0,nan,6010.0,1.13,1.09,0.03,4.37,,631.066606818964,Too Hot,Super-Earth,0.0,0.7253548304234394,1.353676812238728,Terrestrial-SuperEarth-Only
1493,Kepler-1050 c,Kepler-1050,21.1284569,0.15264,1.48,2.79,0.0,40.64,935.0,nan,6010.0,1.13,1.09,0.03,4.37,,540.2881204407026,Too Hot,Super-Earth,0.0,0.7253548304234394,1.353676812238728,Terrestrial-SuperEarth-Only
1494,Kepler-1051 b,Kepler-1051,25.96200249,0.18395,3.4,11.5,0.0,87.46,850.0,nan,6675.0,1.73,1.43,0.04,4.12,,745.1351995821462,Too Hot,Neptune-Like,0.0,1.369846054684226,2.5564437745320343,NeptuneLike-GasGiant-Only
1495,Kepler-1052 b,Kepler-1052,34.8538276,0.20988,2.93,8.91,0.0,20.98,522.0,nan,5888.0,1.03,1.03,0.0,4.42,,375.70236494799633,Too Hot,Neptune-Like,0.0,0.6345939792788129,1.1842964558939453,NeptuneLike-GasGiant-Only
1496,Kepler-1052 c,Kepler-1052,180.921729,0.6135,2.3,5.9,0.0,1.96,302.0,nan,5818.0,0.85,0.94,-0.22,4.55,,67.50981184835314,In HZ,Neptune-Like,0.0,0.511316113947383,0.9542319677812416,NeptuneLike-GasGiant-Only
1497,Kepler-1053 b,Kepler-1053,2.41435165,0.0315,0.98,0.904,0.0,139.82,953.0,nan,4529.0,0.69,0.74,0.1,4.63,,781.2771870878299,Too Hot,Terrestrial,0.0,0.2515225064341522,0.46939810756801115,Terrestrial-SuperEarth-Only
1498,Kepler-1054 b,Kepler-1054,4.30655689,0.05542,2.63,7.41,0.0,760.52,1177.0,nan,6209.0,1.34,1.22,0.09,4.26,,1245.5982981299117,Too Hot,Neptune-Like,0.0,0.91806036479023,1.7133090949797352,NeptuneLike-GasGiant-Only
1499,Kepler-1055 b,Kepler-1055,2.29503623,0.0335,1.23,2.04,0.0,647.26,1304.0,nan,5723.0,0.94,0.98,-0.02,4.49,,1234.8810205623172,Too Hot,Super-Earth,0.0,0.547139999203686,1.0210874718211733,Terrestrial-SuperEarth-Only
1500,Kepler-1056 b,Kepler-1056,27.495606,0.1629,3.01,9.32,0.0,56.91,590.0,nan,6127.0,1.2,1.12,0.02,4.33,,554.0736975108312,Too Hot,Neptune-Like,0.0,0.8005715025936909,1.4940482011646041,NeptuneLike-GasGiant-Only
1501,Kepler-1057 b,Kepler-1057,14.08827448,0.1138,3.36,11.2,0.0,69.21,724.0,nan,5987.0,1.1,1.07,0.01,4.38,,652.7828148606612,Too Hot,Neptune-Like,0.0,0.7007035559890996,1.3076719368394438,NeptuneLike-GasGiant-Only
1502,Kepler-1058 b,Kepler-1058,110.96546,0.3679,2.72,7.85,0.0,0.77,239.0,nan,4644.0,0.69,0.73,-0.06,4.63,,43.221146603858756,In HZ,Neptune-Like,0.0,0.2644579535461328,0.493538588994469,NeptuneLike-GasGiant-Only
1503,Kepler-1059 b,Kepler-1059,3.76419105,0.044,1.73,3.64,0.0,174.07,908.0,nan,4906.0,0.72,0.75,-0.15,4.61,,714.066623707983,Too Hot,Super-Earth,0.0,0.30797162474643264,0.5747449796444631,Terrestrial-SuperEarth-Only
1504,Kepler-106 b,Kepler-106,6.16486,0.06491,0.82,5.3,0.0,277.22,1021.0,nan,5858.0,1.04,1.0,-0.12,4.41,,893.270754025783,Too Hot,Terrestrial,0.0,0.634242286341122,1.1836401170170088,Terrestrial-SuperEarth-Only
1505,Kepler-106 c,Kepler-106,13.5708,0.10987,2.5,10.44,0.0,96.91,785.0,nan,5858.0,1.04,1.0,-0.12,4.41,,623.3937363255108,Too Hot,Super-Earth,0.0,0.634242286341122,1.1836401170170088,Terrestrial-SuperEarth-Only
1506,Kepler-106 d,Kepler-106,23.9802,0.16063,0.95,8.1,0.0,45.36,649.0,nan,5858.0,1.04,1.0,-0.12,4.41,,468.32704980898234,Too Hot,Terrestrial,0.0,0.634242286341122,1.1836401170170088,Terrestrial-SuperEarth-Only
1507,Kepler-106 e,Kepler-106,43.8445,0.24006,2.56,11.17,0.0,20.29,531.0,nan,5858.0,1.04,1.0,-0.12,4.41,,333.3784014940336,Too Hot,Super-Earth,0.0,0.634242286341122,1.1836401170170088,Terrestrial-SuperEarth-Only
1508,Kepler-1060 b,Kepler-1060,46.8779367,0.2495,2.38,6.26,0.0,17.42,484.0,nan,5797.0,0.99,0.99,-0.03,4.44,,301.27142320445125,Too Hot,Neptune-Like,0.0,0.5912415071319188,1.1033908992793744,NeptuneLike-GasGiant-Only
1509,Kepler-1061 b,Kepler-1061,2.75798267,0.0388,1.98,4.58,0.0,788.5,1332.0,nan,6067.0,1.07,1.09,-0.03,4.42,,1311.72504422265,Too Hot,Super-Earth,0.0,0.6999304500085469,1.306229145538714,Terrestrial-SuperEarth-Only
1510,Kepler-1062 b,Kepler-1062,9.30412078,0.0748,1.76,3.75,0.0,33.76,583.0,nan,4597.0,0.7,0.75,0.11,4.62,,426.39834070700203,Too Hot,Super-Earth,0.0,0.26288763993032865,0.4906080272328332,Terrestrial-SuperEarth-Only
1511,Kepler-1064 b,Kepler-1064,16.54080322,0.1183,1.55,3.02,0.0,24.87,570.0,nan,5153.0,0.79,0.85,0.0,4.57,,389.2591483973159,Too Hot,Super-Earth,0.0,0.37279535827449084,0.6957207852490782,Terrestrial-SuperEarth-Only
1512,Kepler-1065 b,Kepler-1065,3.60930891,0.0455,3.73,13.4,0.0,419.91,1092.0,nan,5635.0,0.93,0.94,-0.01,4.49,,994.1361901505496,Too Hot,Neptune-Like,0.0,0.5248001002898873,0.9793961479628729,Mixed-Members
1513,Kepler-1065 c,Kepler-1065,2.37030743,0.0344,1.6,3.19,0.0,734.62,1256.0,nan,5635.0,0.93,0.94,-0.01,4.49,,1184.3252191085767,Too Hot,Super-Earth,0.0,0.5248001002898873,0.9793961479628729,Mixed-Members
1514,Kepler-1066 b,Kepler-1066,1.93155984,0.0298,2.36,6.17,0.0,710.02,1290.0,nan,5762.0,0.98,0.98,-0.03,4.45,,1370.552310886032,Too Hot,Neptune-Like,0.0,0.5782234540064902,1.0790962562753466,NeptuneLike-GasGiant-Only
1515,Kepler-1067 b,Kepler-1067,0.76212926,0.0164,0.8,0.437,0.0,2761.76,1872.0,nan,5592.0,0.93,0.95,0.03,4.49,,1821.597684201116,Too Hot,Terrestrial,0.0,0.5168212880207068,0.9645058726038593,Terrestrial-SuperEarth-Only
1516,Kepler-1067 c,Kepler-1067,5.4258399,0.06069,1.747,3.7,0.0,190.8,973.0,nan,5594.0,0.93,0.98,0.16,4.49,,816.1571983563621,Too Hot,Super-Earth,0.0,0.5171910403165346,0.9651959143436268,Terrestrial-SuperEarth-Only
1517,Kepler-1068 b,Kepler-1068,16.92344113,0.13038,3.63,12.8,0.0,55.93,702.0,nan,5806.0,1.01,1.01,0.03,4.43,,530.7041089222844,Too Hot,Neptune-Like,0.0,0.6050601585095433,1.1291796404053984,NeptuneLike-GasGiant-Only
1518,Kepler-1069 b,Kepler-1069,23.8990296,0.16587,1.6,3.19,0.0,78.17,823.0,nan,5722.0,0.98,0.99,0.04,4.46,,418.7159779160205,Too Hot,Super-Earth,0.0,0.5702232258834327,1.0641660140703266,Terrestrial-SuperEarth-Only
1519,Kepler-107 b,Kepler-107,3.1800218,0.04544,1.536,3.8,0.1,1073.0,1592.0,nan,5854.0,1.45,1.24,0.321,4.21,,1371.8373548490476,Too Hot,Super-Earth,0.0,0.8830729025624404,1.648014546228762,Terrestrial-SuperEarth-Only
1520,Kepler-107 c,Kepler-107,4.901452,0.06064,1.597,10.0,0.08,602.0,1378.0,nan,5854.0,1.45,1.24,0.321,4.21,,1150.8242268521676,Too Hot,Super-Earth,0.0,0.8830729025624404,1.648014546228762,Terrestrial-SuperEarth-Only
1521,Kepler-107 d,Kepler-107,7.95839,0.08377,0.86,7.7,0.11,315.0,1173.0,nan,5854.0,1.45,1.24,0.321,4.21,,938.3891914656684,Too Hot,Super-Earth,0.0,0.8830729025624404,1.648014546228762,Terrestrial-SuperEarth-Only
1522,Kepler-107 e,Kepler-107,14.749143,0.12638,2.903,14.1,0.1,138.7,955.0,nan,5854.0,1.45,1.24,0.321,4.21,,713.2261203654728,Too Hot,Super-Earth,0.0,0.8830729025624404,1.648014546228762,Terrestrial-SuperEarth-Only
1523,Kepler-1070 b,Kepler-1070,6.2216147,0.06753,1.73,3.64,0.0,380.13,1101.0,nan,6261.0,1.32,1.21,0.03,4.27,,1103.828947770939,Too Hot,Super-Earth,0.0,0.9195692893838207,1.7161250908869627,Terrestrial-SuperEarth-Only
1524,Kepler-1071 b,Kepler-1071,6.1799844,0.0629,2.38,6.26,0.0,45.12,814.0,nan,5215.0,0.81,0.86,0.01,4.56,,657.7788841227225,Too Hot,Neptune-Like,0.0,0.3914864765478062,0.730602655942113,NeptuneLike-GasGiant-Only
1525,Kepler-1072 b,Kepler-1072,1.5690665,0.02742,1.58,3.12,0.0,2944.0,1849.0,nan,6199.0,1.32,1.2,0.07,4.27,,1866.3874008484154,Too Hot,Super-Earth,0.0,0.901447261968783,1.6823052729529315,Terrestrial-SuperEarth-Only
1526,Kepler-1073 b,Kepler-1073,8.67888593,0.0805,2.3,5.9,0.0,128.55,905.0,nan,5792.0,1.0,1.0,0.0,4.44,,742.3399249894285,Too Hot,Neptune-Like,0.0,0.5961838762902502,1.1126144823404418,Mixed-Members
1527,Kepler-1073 c,Kepler-1073,4.02582254,0.0483,1.64,3.33,0.0,357.08,1169.0,nan,5792.0,1.0,1.0,0.0,4.44,,1037.8418559084917,Too Hot,Super-Earth,0.0,0.5961838762902502,1.1126144823404418,Mixed-Members
1528,Kepler-1073 d,Kepler-1073,2.50476003,0.0352,1.488,2.82,0.0,828.59,1369.0,nan,5509.0,1.12,0.92,0.16,4.31,,1272.657670337167,Too Hot,Super-Earth,0.0,0.6040691927281461,1.1273302732491661,Mixed-Members
1529,Kepler-1074 b,Kepler-1074,5.94566534,0.0536,1.25,2.1,0.0,27.57,568.0,nan,4002.0,0.57,0.6,-0.06,4.7,,376.04792533834666,Too Hot,Super-Earth,0.0,0.1622378357894726,0.3027726392168611,Terrestrial-SuperEarth-Only
1530,Kepler-1075 b,Kepler-1075,1.52372816,0.0208,1.42,2.6,0.0,143.97,818.0,nan,3959.0,0.54,0.56,-0.17,4.72,,730.2999604062122,Too Hot,Super-Earth,0.0,0.1504138693078248,0.2807064330187844,Terrestrial-SuperEarth-Only
1531,Kepler-1076 b,Kepler-1076,6.14727918,0.0611,0.8,0.437,0.0,83.18,770.0,nan,4868.0,0.74,0.79,-0.01,4.6,,569.5846101762442,Too Hot,Terrestrial,0.0,0.31164199717825175,0.5815947279949819,Terrestrial-SuperEarth-Only
1532,Kepler-1077 b,Kepler-1077,34.3511874,0.2101,2.77,8.1,0.0,26.93,576.0,nan,5816.0,1.02,1.02,0.03,4.43,,364.31517419229795,Too Hot,Neptune-Like,0.0,0.6131575602676311,1.144291230677577,NeptuneLike-GasGiant-Only
1533,Kepler-1078 b,Kepler-1078,3.00725242,0.0388,1.9,4.27,0.0,373.99,1122.0,nan,5612.0,0.92,0.94,-0.01,4.49,,1086.229509119073,Too Hot,Super-Earth,0.0,0.5149277204245548,0.9609720455170235,Terrestrial-SuperEarth-Only
1534,Kepler-1079 b,Kepler-1079,13.24503188,0.1092,1.63,3.29,0.0,195.35,887.0,nan,5758.0,1.36,1.08,0.21,4.21,,737.6722699514703,Too Hot,Super-Earth,0.0,0.801318832314824,1.4954428881125135,Terrestrial-SuperEarth-Only
1535,Kepler-1080 b,Kepler-1080,77.2548396,0.3781,3.28,10.8,0.0,55.45,548.0,nan,5956.0,1.16,1.1,0.09,4.35,,245.79980248234392,Too Hot,Neptune-Like,0.0,0.7312914358450398,1.364755865917794,NeptuneLike-GasGiant-Only
1536,Kepler-1081 b,Kepler-1081,3.85691855,0.04662,1.01,1.01,0.0,225.22,972.0,nan,5345.0,0.84,0.88,0.01,4.54,,855.4660549394104,Too Hot,Super-Earth,0.0,0.426479170871275,0.7959069689716203,Terrestrial-SuperEarth-Only
1537,Kepler-1082 b,Kepler-1082,1.5432066,0.02571,1.12,1.46,0.0,2949.56,1827.0,nan,5923.0,1.14,1.03,-0.06,4.33,,1688.80086154527,Too Hot,Super-Earth,0.0,0.7107411107389754,1.3264042931243691,Terrestrial-SuperEarth-Only
1538,Kepler-1083 b,Kepler-1083,33.4177993,0.1899,3.36,11.2,0.0,10.15,448.0,nan,5049.0,0.77,0.81,-0.02,4.58,,232.59693198879438,Too Hot,Neptune-Like,0.0,0.34883864156482614,0.6510121122699326,NeptuneLike-GasGiant-Only
1539,Kepler-1084 b,Kepler-1084,2.05333679,0.0324,1.11,1.41,0.0,1766.59,1737.0,nan,6113.0,1.28,1.12,-0.02,4.27,,1638.1632982815318,Too Hot,Super-Earth,0.0,0.8500449297417255,1.5863768496319766,Terrestrial-SuperEarth-Only
1540,Kepler-1085 b,Kepler-1085,219.3217528,0.73361,7.22,41.2,0.0,2.06,313.0,nan,6000.0,1.14,1.11,0.08,4.37,,98.91263775920856,In HZ,Gas-Giant,0.0,0.7293407379794627,1.3611154207762435,NeptuneLike-GasGiant-Only
1541,Kepler-1085 c,Kepler-1085,56.7771,0.29798,3.268,10.7,0.0,11.8,491.0,nan,5816.0,1.08,1.05,0.22,4.39,,277.6421267744314,Too Hot,Neptune-Like,0.0,0.6492256520480799,1.2116024795409637,NeptuneLike-GasGiant-Only
1542,Kepler-1087 b,Kepler-1087,0.69384286,0.01554,0.61,0.165,0.0,3496.49,2161.0,nan,5589.0,0.94,0.96,0.01,4.48,,1889.1579007288851,Too Hot,Terrestrial,0.0,0.5218181645586113,0.9738311788116258,Terrestrial-SuperEarth-Only
