,pl_name,hostname,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_orbeccen,pl_insol,pl_eqt,st_spectype,st_teff,st_rad,st_mass,st_met,st_logg,st_spectype_short,pl_tsurf_c,pl_hz_status,pl_type,P_HABITABLE,hz_zone_inner,hz_zone_outer,pl_system_class
1543,Kepler-1088 b,Kepler-1088,23.12748644,0.16163,1.42,2.6,0.0,44.89,667.0,nan,5975.0,1.08,1.08,0.05,4.4,,495.155260698548,Too Hot,Super-Earth,0.0,0.685208425890212,1.2787545057592073,Terrestrial-SuperEarth-Only
1544,Kepler-1089 b,Kepler-1089,5.13248562,0.0497,1.83,4.01,0.0,26.27,584.0,nan,3753.0,0.49,0.52,-0.09,4.76,,313.04676316181326,Too Hot,Super-Earth,0.0,0.12265247857379664,0.22889737442298652,Terrestrial-SuperEarth-Only
1545,Kepler-109 b,Kepler-109,6.4816307,0.0701,2.49,4.9,0.11,442.0,1276.0,nan,5950.0,1.39,1.09,-0.02,4.21,,1044.834682180584,Too Hot,Neptune-Like,0.0,0.8745242400604758,1.6320608009454929,NeptuneLike-GasGiant-Only
1546,Kepler-109 c,Kepler-109,21.22265,0.1546,2.65,8.2,0.098,91.0,859.0,nan,5950.0,1.39,1.09,-0.02,4.21,,614.3423680397469,Too Hot,Neptune-Like,0.0,0.8745242400604758,1.6320608009454929,NeptuneLike-GasGiant-Only
1547,Kepler-1090 b,Kepler-1090,198.680179,0.63323,2.25,5.69,0.0,1.83,297.0,nan,5321.0,0.82,0.86,-0.04,4.55,,28.05657663981424,In HZ,Neptune-Like,0.0,0.4125945530763617,0.7699951195326372,NeptuneLike-GasGiant-Only
1548,Kepler-1090 c,Kepler-1090,42.42720032,0.22622,3.293,10.9,0.0,13.8,496.0,nan,5330.0,1.01,0.87,0.18,4.37,,287.0813435599981,Too Hot,Neptune-Like,0.0,0.5099163199828609,0.9516196344069963,NeptuneLike-GasGiant-Only
1549,Kepler-1091 b,Kepler-1091,1.43474156,0.0252,1.46,2.73,0.0,1740.86,1664.0,nan,5851.0,1.03,1.01,0.0,4.42,,1587.6232154139911,Too Hot,Super-Earth,0.0,0.6266435025370757,1.16945906106299,Terrestrial-SuperEarth-Only
1550,Kepler-1092 b,Kepler-1092,58.6017925,0.2996,2.07,4.94,0.0,17.02,508.0,nan,5862.0,1.0,0.99,-0.09,4.44,,259.59565403343197,Too Hot,Super-Earth,0.0,0.6106814783182445,1.1396702995422168,Terrestrial-SuperEarth-Only
1551,Kepler-1093 b,Kepler-1093,25.0824626,0.17543,1.95,4.46,0.0,98.8,776.0,nan,6166.0,1.2,1.13,-0.01,4.33,,529.0584230824677,Too Hot,Super-Earth,0.0,0.8107956441722666,1.513128770838186,Terrestrial-SuperEarth-Only
1552,Kepler-1093 c,Kepler-1093,89.722292,0.41037,1.96,4.5,0.0,18.1,508.0,nan,6166.0,1.2,1.13,-0.01,4.33,,251.35707083658576,Too Hot,Super-Earth,0.0,0.8107956441722666,1.513128770838186,Terrestrial-SuperEarth-Only
1553,Kepler-1094 b,Kepler-1094,78.1000231,0.3625,3.18,10.2,0.0,10.34,480.0,nan,6112.0,1.21,1.14,0.06,4.33,,282.3282150004301,Too Hot,Neptune-Like,0.0,0.8032952177602328,1.499131272110638,NeptuneLike-GasGiant-Only
1554,Kepler-1095 b,Kepler-1095,4.27103091,0.0514,1.21,1.92,0.0,356.54,1108.0,nan,5658.0,0.92,0.94,-0.09,4.48,,917.5992133514009,Too Hot,Super-Earth,0.0,0.5234037545218416,0.9767902497061979,Terrestrial-SuperEarth-Only
1555,Kepler-1096 b,Kepler-1096,2.89221751,0.034,1.24,2.07,0.0,124.87,794.0,nan,4306.0,0.63,0.66,-0.1,4.66,,648.89018177183,Too Hot,Super-Earth,0.0,0.20759252935330272,0.38741479561872727,Terrestrial-SuperEarth-Only
1556,Kepler-1097 b,Kepler-1097,187.747029,0.5791,3.26,10.7,0.0,1.3,267.0,nan,5211.0,0.79,0.82,-0.11,4.57,,29.61302957652407,In HZ,Neptune-Like,0.0,0.3812346424132278,0.7114704056711734,NeptuneLike-GasGiant-Only
1557,Kepler-1098 b,Kepler-1098,2.54307286,0.0358,1.3,2.24,0.0,995.67,1319.0,nan,5794.0,0.99,0.99,-0.02,4.45,,1242.5022928020203,Too Hot,Super-Earth,0.0,0.5906297198067009,1.1022491652184243,Terrestrial-SuperEarth-Only
1558,Kepler-1099 b,Kepler-1099,2.16845259,0.0337,2.83,8.4,0.0,766.34,1558.0,nan,5837.0,1.0,1.01,-0.02,4.45,,1308.5340999483547,Too Hot,Neptune-Like,0.0,0.6054837704152097,1.129970196406458,NeptuneLike-GasGiant-Only
1559,Kepler-11 b,Kepler-11,10.3039,0.091,1.8,1.9,0.045,146.36,849.0,nan,5663.0,1.06,0.96,0.05,4.37,,688.2935806190105,Too Hot,Terrestrial,0.0,0.6041184626806019,1.127422222167657,Mixed-Members
1560,Kepler-11 c,Kepler-11,13.0241,0.107,2.87,2.9,0.026,107.22,786.0,nan,5663.0,1.06,0.96,0.05,4.37,,613.5008023235627,Too Hot,Neptune-Like,0.0,0.6041184626806019,1.127422222167657,Mixed-Members
1561,Kepler-11 d,Kepler-11,22.6845,0.155,3.12,7.3,0.004,51.12,653.0,nan,5663.0,1.06,0.96,0.05,4.37,,463.52961278283226,Too Hot,Neptune-Like,0.0,0.6041184626806019,1.127422222167657,Mixed-Members
1562,Kepler-11 e,Kepler-11,31.9996,0.195,4.19,8.0,0.012,32.34,582.0,nan,5663.0,1.06,0.96,0.05,4.37,,383.641002323394,Too Hot,Neptune-Like,0.0,0.6041184626806019,1.127422222167657,Mixed-Members
1563,Kepler-11 f,Kepler-11,46.6888,0.25,2.49,2.0,0.013,19.53,513.0,nan,5663.0,1.06,0.96,0.05,4.37,,306.9121071675993,Too Hot,Neptune-Like,0.0,0.6041184626806019,1.127422222167657,Mixed-Members
1564,Kepler-11 g,Kepler-11,118.3807,0.466,3.33,25.0,0.15,5.65,376.0,nan,5663.0,1.06,0.96,0.05,4.37,,151.71557339578465,Too Hot,Neptune-Like,0.0,0.6041184626806019,1.127422222167657,Mixed-Members
1565,Kepler-110 b,Kepler-110,12.691112,0.107,1.83,4.01,0.0,153.88,1008.0,nan,5960.0,1.15,0.99,-0.15,4.33,,698.8097867055214,Too Hot,Super-Earth,0.0,0.7259613170551407,1.3548086540020032,Mixed-Members
1566,Kepler-110 c,Kepler-110,31.719775,0.198,2.21,5.52,0.0,45.34,743.0,nan,5960.0,1.15,0.99,-0.15,4.33,,441.3588144237666,Too Hot,Neptune-Like,0.0,0.7259613170551407,1.3548086540020032,Mixed-Members
1567,Kepler-1100 b,Kepler-1100,6.42200058,0.06745,1.75,3.71,0.0,238.51,1000.0,nan,6247.0,1.34,1.21,0.05,4.26,,1111.9398096538566,Too Hot,Super-Earth,0.0,0.9293320827821232,1.7343446801026916,Terrestrial-SuperEarth-Only
1568,Kepler-1101 b,Kepler-1101,81.3151059,0.3483,2.47,6.66,0.0,3.58,393.0,nan,5614.0,0.91,0.94,-0.04,4.5,,178.24981131630233,Too Hot,Neptune-Like,0.0,0.5096937743810321,0.951204313782902,NeptuneLike-GasGiant-Only
1569,Kepler-1102 b,Kepler-1102,51.3285623,0.2731,2.66,7.56,0.0,22.98,546.0,nan,5724.0,0.94,0.96,-0.08,4.48,,255.1099766066718,Too Hot,Neptune-Like,0.0,0.5473312233172822,1.0214443394363861,NeptuneLike-GasGiant-Only
1570,Kepler-1103 b,Kepler-1103,19.79191978,0.15336,2.27,5.77,0.0,160.28,736.0,nan,6092.0,1.15,1.11,-0.01,4.36,,556.696508126058,Too Hot,Neptune-Like,0.0,0.7584740902606161,1.4154848711358106,NeptuneLike-GasGiant-Only
1571,Kepler-1104 b,Kepler-1104,5.03728015,0.06321,1.23,2.04,0.0,813.52,1321.0,nan,6417.0,1.41,1.3,0.13,4.25,,1234.4763051311588,Too Hot,Super-Earth,0.0,1.031825629919394,1.9256209111892437,Terrestrial-SuperEarth-Only
1572,Kepler-1105 b,Kepler-1105,4.42157218,0.0471,2.01,4.7,0.0,47.18,729.0,nan,4299.0,0.68,0.71,0.28,4.62,,539.4118980077388,Too Hot,Super-Earth,0.0,0.22334021145417596,0.4168035460789877,Terrestrial-SuperEarth-Only
1573,Kepler-1106 b,Kepler-1106,1.25275217,0.0239,1.65,3.36,0.0,2399.97,2199.0,nan,6104.0,1.17,1.11,0.0,4.35,,1851.3342282633698,Too Hot,Super-Earth,0.0,0.7747079838812571,1.445781002690878,Terrestrial-SuperEarth-Only
1574,Kepler-1107 b,Kepler-1107,0.57103852,0.01285,1.34,2.36,0.0,2387.26,1897.0,nan,5268.0,0.82,0.86,0.01,4.55,,1820.220668104972,Too Hot,Super-Earth,0.0,0.404416163574017,0.7547323877406424,Terrestrial-SuperEarth-Only
1575,Kepler-1108 b,Kepler-1108,4.51005748,0.0511,1.46,2.73,0.0,206.41,1063.0,nan,5406.0,0.84,0.88,-0.09,4.54,,817.1606150307038,Too Hot,Super-Earth,0.0,0.4362691350555012,0.814177265043266,Terrestrial-SuperEarth-Only
1576,Kepler-1109 b,Kepler-1109,37.6467384,0.2466,2.19,5.43,0.0,11.38,787.0,nan,5893.0,1.06,1.05,0.04,4.41,,334.6180189758536,Too Hot,Neptune-Like,0.0,0.6541869366157993,1.2208613630508716,NeptuneLike-GasGiant-Only
1577,Kepler-111 b,Kepler-111,3.341815,0.046,1.58,3.12,0.0,677.5,1356.0,nan,5952.0,1.16,1.17,0.22,4.38,,1213.66867475774,Too Hot,Super-Earth,0.0,0.7303095072067242,1.362923364122521,Mixed-Members
1578,Kepler-111 c,Kepler-111,224.77833,0.751,7.084,222.47988,0.176,2.48,352.0,nan,5914.0,1.15,1.12,0.237,4.37,,90.89517373510239,In HZ,Gas-Giant,0.0,0.7147984478369527,1.3339762054059234,Mixed-Members
1579,Kepler-1110 b,Kepler-1110,9.69312032,0.0754,2.66,7.56,0.0,43.14,609.0,nan,4781.0,0.7,0.73,-0.16,4.62,,451.49799806127146,Too Hot,Neptune-Like,0.0,0.284353545348734,0.5306682807802479,NeptuneLike-GasGiant-Only
1580,Kepler-1111 b,Kepler-1111,8.79617863,0.0872,2.0,4.66,0.0,118.52,938.0,nan,6077.0,1.15,1.1,0.02,4.36,,824.6542810288857,Too Hot,Super-Earth,0.0,0.7547435896917041,1.4085229100288148,Terrestrial-SuperEarth-Only
1581,Kepler-1112 b,Kepler-1112,14.36267939,0.1239,3.02,9.38,0.0,254.96,918.0,nan,6496.0,1.54,1.34,0.04,4.19,,866.0913229117108,Too Hot,Neptune-Like,0.0,1.1548773752751496,2.155263408084661,NeptuneLike-GasGiant-Only
1582,Kepler-1113 b,Kepler-1113,42.3004954,0.2415,2.81,8.3,0.0,22.85,558.0,nan,5931.0,1.17,1.12,0.18,4.35,,376.24253708284846,Too Hot,Neptune-Like,0.0,0.7314166288532312,1.3649895044973348,NeptuneLike-GasGiant-Only
1583,Kepler-1114 b,Kepler-1114,14.97435694,0.11056,1.35,2.39,0.0,39.32,631.0,nan,5374.0,0.83,0.87,-0.08,4.55,,459.3079535570902,Too Hot,Super-Earth,0.0,0.42598718718114426,0.7949888156962904,Terrestrial-SuperEarth-Only
1584,Kepler-1115 b,Kepler-1115,23.5540725,0.2134,1.7,3.53,0.0,516.1,1381.0,nan,8480.0,1.73,1.6,-0.51,4.17,,927.9155276430869,Too Hot,Super-Earth,0.0,2.210858398479756,4.125963767854416,Terrestrial-SuperEarth-Only
1585,Kepler-1116 b,Kepler-1116,41.6977827,0.233,2.54,6.99,0.0,15.79,488.0,nan,5641.0,0.93,0.95,0.01,4.48,,287.46487835071116,Too Hot,Neptune-Like,0.0,0.525918282004822,0.9814829289366659,NeptuneLike-GasGiant-Only
1586,Kepler-1117 b,Kepler-1117,4.79028459,0.05485,1.11,1.41,0.0,194.98,938.0,nan,5612.0,0.93,0.95,0.03,4.49,,876.3681336521196,Too Hot,Super-Earth,0.0,0.5205247608639522,0.9714173938378607,Terrestrial-SuperEarth-Only
1587,Kepler-1118 b,Kepler-1118,38.6715075,0.2079,2.74,7.95,0.0,20.01,502.0,nan,5688.0,0.97,0.96,0.0,4.46,,338.0216717460727,Too Hot,Neptune-Like,0.0,0.5577171889715283,1.0408269095788547,NeptuneLike-GasGiant-Only
1588,Kepler-1119 b,Kepler-1119,8.3265153,0.0812,1.92,4.35,0.0,182.69,938.0,nan,6083.0,1.17,1.11,0.03,4.35,,875.4736092538691,Too Hot,Super-Earth,0.0,0.7693865938996007,1.4358500807132266,Terrestrial-SuperEarth-Only
1589,Kepler-112 b,Kepler-112,8.408878,0.076,2.36,6.17,0.0,123.82,809.0,nan,5544.0,0.84,0.78,-0.522,4.51,,643.7058798195819,Too Hot,Neptune-Like,0.0,0.4588268763541134,0.8562751322548007,NeptuneLike-GasGiant-Only
1590,Kepler-112 c,Kepler-112,28.574263,0.172,2.4,6.35,0.0,24.26,538.0,nan,5544.0,0.84,0.78,-0.522,4.51,,336.30781056331466,Too Hot,Neptune-Like,0.0,0.4588268763541134,0.8562751322548007,NeptuneLike-GasGiant-Only
1591,Kepler-1120 b,Kepler-1120,2.94902905,0.0369,1.38,2.48,0.0,206.87,1027.0,nan,4904.0,0.74,0.78,-0.04,4.6,,819.2913852521241,Too Hot,Super-Earth,0.0,0.31626837182012557,0.5902285935387984,Terrestrial-SuperEarth-Only
1592,Kepler-1121 b,Kepler-1121,13.15141081,0.11818,1.91,4.31,0.0,205.27,1008.0,nan,6231.0,1.59,1.29,0.12,4.14,,863.7684821115439,Too Hot,Super-Earth,0.0,1.0970735559467322,2.047388356314431,Terrestrial-SuperEarth-Only
1593,Kepler-1122 b,Kepler-1122,42.1917357,0.2315,2.04,4.82,0.0,23.26,526.0,nan,5544.0,0.89,0.92,-0.03,4.51,,267.5890493998792,Too Hot,Super-Earth,0.0,0.48613799994662005,0.9072438901271103,Terrestrial-SuperEarth-Only
1594,Kepler-1123 b,Kepler-1123,4.33946454,0.0497,1.67,3.43,0.0,190.02,1061.0,nan,5500.0,0.9,0.93,0.05,4.5,,891.1120883125374,Too Hot,Super-Earth,0.0,0.48382801148856913,0.9029329271596792,Terrestrial-SuperEarth-Only
1595,Kepler-1124 b,Kepler-1124,2.85234897,0.0305,1.28,2.18,0.0,50.78,621.0,nan,3658.0,0.34,0.35,-0.59,4.93,,334.3947131168212,Too Hot,Super-Earth,0.0,0.08085175277622936,0.15088772883493182,Terrestrial-SuperEarth-Only
1596,Kepler-1125 b,Kepler-1125,17.6700642,0.1348,1.84,4.04,0.0,41.04,778.0,nan,5683.0,0.94,0.95,-0.09,4.47,,473.37033576274337,Too Hot,Super-Earth,0.0,0.5395184311433058,1.0068638952714548,Terrestrial-SuperEarth-Only
1597,Kepler-1126 b,Kepler-1126,108.593329,0.41251,1.73,3.64,0.0,4.55,374.0,nan,5798.0,0.93,0.92,-0.26,4.46,,159.90938092641312,Too Hot,Super-Earth,0.0,0.5556003243961987,1.0368763596271842,Terrestrial-SuperEarth-Only
1598,Kepler-1126 c,Kepler-1126,199.66876,0.6193,1.45,2.7,0.0,2.06,305.0,nan,5678.0,0.92,0.79,-0.4,4.41,,71.10778319116014,In HZ,Super-Earth,0.0,0.5271105683996566,0.9837080060693197,Terrestrial-SuperEarth-Only
1599,Kepler-1127 b,Kepler-1127,5.12330347,0.0556,1.96,4.5,0.0,160.77,994.0,nan,5664.0,0.95,0.97,0.04,4.47,,891.492562290027,Too Hot,Super-Earth,0.0,0.5416181565667222,1.010782459674049,Terrestrial-SuperEarth-Only
1600,Kepler-1128 b,Kepler-1128,61.6178167,0.302,3.65,12.9,0.0,6.45,424.0,nan,5543.0,0.91,0.94,0.04,4.5,,205.4879273982388,Too Hot,Neptune-Like,0.0,0.49688315009772127,0.9272967800969447,NeptuneLike-GasGiant-Only
1601,Kepler-1129 b,Kepler-1129,24.3397804,0.16481,2.96,9.06,0.0,32.27,737.0,nan,5831.0,1.0,1.0,-0.04,4.44,,441.3401857780259,Too Hot,Neptune-Like,0.0,0.6042396260101303,1.1276483404518358,NeptuneLike-GasGiant-Only
1602,Kepler-1129 c,Kepler-1129,76.5369586,0.35367,2.73,7.9,0.0,7.01,503.0,nan,5831.0,1.0,1.0,-0.04,4.44,,214.5906314461684,Too Hot,Neptune-Like,0.0,0.6042396260101303,1.1276483404518358,NeptuneLike-GasGiant-Only
1603,Kepler-113 b,Kepler-113,4.754,0.05123,1.82,11.7,0.0,105.33,775.0,nan,4725.0,0.69,0.75,0.05,4.64,,589.4494685778154,Too Hot,Super-Earth,0.0,0.2737636839964277,0.5109051949687538,Mixed-Members
1604,Kepler-113 c,Kepler-113,8.92507,0.07796,2.18,8.7,0.0,45.6,628.0,nan,4725.0,0.69,0.75,0.05,4.64,,426.10478828259363,Too Hot,Neptune-Like,0.0,0.2737636839964277,0.5109051949687538,Mixed-Members
1605,Kepler-1131 b,Kepler-1131,3.53232449,0.0459,1.59,3.15,0.0,453.14,1159.0,nan,5851.0,1.04,1.03,0.05,4.42,,1112.2826904635876,Too Hot,Super-Earth,0.0,0.6327274200374357,1.1808130325296209,Terrestrial-SuperEarth-Only
1606,Kepler-1132 b,Kepler-1132,62.8916228,0.2881,2.35,6.12,0.0,4.55,384.0,nan,5298.0,0.83,0.87,-0.01,4.55,,174.1762425809087,Too Hot,Neptune-Like,0.0,0.41402362196772774,0.7726620865675221,NeptuneLike-GasGiant-Only
1607,Kepler-1133 b,Kepler-1133,11.55562343,0.0983,1.97,4.54,0.0,55.76,703.0,nan,5569.0,0.9,0.93,-0.02,4.5,,565.0867932441859,Too Hot,Super-Earth,0.0,0.4960438450714623,0.9257304463458081,Terrestrial-SuperEarth-Only
1608,Kepler-1134 b,Kepler-1134,17.13263989,0.1242,2.64,7.46,0.0,29.86,611.0,nan,5281.0,0.81,0.84,-0.1,4.56,,397.7269721666704,Too Hot,Neptune-Like,0.0,0.4014583302082985,0.7492123990761956,NeptuneLike-GasGiant-Only
1609,Kepler-1135 b,Kepler-1135,76.957857,0.3436,1.85,4.08,0.0,25.76,451.0,nan,5656.0,0.94,0.96,0.02,4.47,,192.21289871145734,Too Hot,Super-Earth,0.0,0.5344040923602319,0.9973193778432897,Terrestrial-SuperEarth-Only
1610,Kepler-1136 b,Kepler-1136,2.36172433,0.0299,1.64,3.33,0.0,150.06,922.0,nan,4512.0,0.68,0.72,0.03,4.63,,797.217611348549,Too Hot,Super-Earth,0.0,0.24601988700827193,0.45912897029758004,Terrestrial-SuperEarth-Only
1611,Kepler-1137 b,Kepler-1137,23.9210791,0.1871,2.2,5.48,0.0,197.85,1020.0,nan,6807.0,1.84,1.5,0.05,4.08,,788.7234794795803,Too Hot,Neptune-Like,0.0,1.5151388851906622,2.827593186367176,NeptuneLike-GasGiant-Only
1612,Kepler-1138 b,Kepler-1138,3.17060005,0.0415,1.7,3.53,0.0,245.9,1080.0,nan,5582.0,0.92,0.95,0.04,4.49,,1034.2386292206506,Too Hot,Super-Earth,0.0,0.5094371495157342,0.9507253935151555,Terrestrial-SuperEarth-Only
1613,Kepler-1139 b,Kepler-1139,0.81316672,0.01664,1.19,1.81,0.0,1717.28,1693.0,nan,5550.0,0.91,0.94,0.05,4.5,,1768.5034376281874,Too Hot,Super-Earth,0.0,0.49813892432425166,0.9296403399390551,Terrestrial-SuperEarth-Only
1614,Kepler-114 b,Kepler-114,5.188549,0.053,1.26,6.8,0.0,92.54,586.0,M0 V,4605.0,0.67,0.77,0.229,4.65,M,541.3181524176108,Too Hot,Super-Earth,0.0,0.25249756355955966,0.47121778555995575,Mixed-Members
1615,Kepler-114 c,Kepler-114,8.041,0.06482,1.6,2.8,0.0,51.62,507.0,M0 V,4660.0,0.54,0.56,0.229,4.72,M,395.9226682573295,Too Hot,Super-Earth,0.0,0.20839568065351083,0.38891365830800784,Mixed-Members
1616,Kepler-114 d,Kepler-114,11.776,0.08358,2.53,3.9,0.0,31.02,446.0,M0 V,4660.0,0.54,0.56,0.229,4.72,M,316.0688324267677,Too Hot,Neptune-Like,0.0,0.20839568065351083,0.38891365830800784,Mixed-Members
1617,Kepler-1140 b,Kepler-1140,24.0862707,0.1478,2.77,8.1,0.0,13.05,500.0,nan,4850.0,0.73,0.76,-0.08,4.61,,263.0304287028723,Too Hot,Neptune-Like,0.0,0.30516130072268516,0.5695002769055242,NeptuneLike-GasGiant-Only
1618,Kepler-1141 b,Kepler-1141,2.34451194,0.03496,0.82,0.477,0.0,1146.95,1471.0,nan,5791.0,1.07,1.01,0.04,4.38,,1320.5433034299244,Too Hot,Terrestrial,0.0,0.6376964915259922,1.190086448201905,Terrestrial-SuperEarth-Only
1619,Kepler-1142 b,Kepler-1142,18.3027248,0.1343,1.47,2.76,0.0,147.82,902.0,nan,5685.0,0.96,0.97,0.02,4.46,,482.9392880156237,Too Hot,Super-Earth,0.0,0.551385436547937,1.029010421872213,Terrestrial-SuperEarth-Only
1620,Kepler-1143 b,Kepler-1143,2.88890485,0.0371,1.67,3.43,0.0,173.06,976.0,nan,5053.0,0.77,0.81,-0.06,4.58,,871.9745144317002,Too Hot,Super-Earth,0.0,0.3493915856295438,0.6520440314458708,Mixed-Members
1621,Kepler-1143 c,Kepler-1143,210.630591,0.6477,3.6,12.6,0.0,0.57,234.0,nan,5053.0,0.77,0.81,-0.06,4.58,,0.9144583069456758,In HZ,Neptune-Like,0.0,0.3493915856295438,0.6520440314458708,Mixed-Members
1622,Kepler-1144 b,Kepler-1144,17.14647302,0.1291,1.99,4.62,0.0,62.06,811.0,nan,5753.0,0.96,0.98,-0.03,4.47,,507.2403229551237,Too Hot,Super-Earth,0.0,0.5646548998590158,1.0537742533677223,Terrestrial-SuperEarth-Only
1623,Kepler-1145 b,Kepler-1145,3.97076766,0.0443,1.4,2.54,0.0,198.43,958.0,nan,5064.0,0.75,0.79,-0.13,4.59,,763.3456208829763,Too Hot,Super-Earth,0.0,0.34179977890088065,0.6378759962987278,Terrestrial-SuperEarth-Only
1624,Kepler-1146 b,Kepler-1146,2.3522658,0.0325,1.23,2.04,0.0,227.96,1019.0,nan,4692.0,0.7,0.74,-0.06,4.62,,810.0542340903988,Too Hot,Super-Earth,0.0,0.2738653998390413,0.5110950198266141,Terrestrial-SuperEarth-Only
1625,Kepler-1147 b,Kepler-1147,10.62784997,0.0961,2.61,7.32,0.0,206.56,872.0,nan,5941.0,1.14,1.09,0.11,4.36,,744.7269743434866,Too Hot,Neptune-Like,0.0,0.7150675599966697,1.3344784298004142,NeptuneLike-GasGiant-Only
1626,Kepler-1148 b,Kepler-1148,1.10446351,0.0188,1.69,3.5,0.0,815.41,1397.0,nan,5054.0,0.77,0.81,-0.02,4.58,,1335.8153133218807,Too Hot,Super-Earth,0.0,0.34952989006584606,0.6523021389273399,Terrestrial-SuperEarth-Only
1627,Kepler-1149 b,Kepler-1149,3.73089898,0.0473,1.44,2.67,0.0,653.83,1128.0,nan,5833.0,1.01,1.02,0.02,4.43,,1067.659563410652,Too Hot,Super-Earth,0.0,0.610700740626541,1.1397062473831874,Terrestrial-SuperEarth-Only
1628,Kepler-115 b,Kepler-115,2.403679,0.036,1.09,1.32,0.0,1215.76,1489.0,nan,5979.0,1.21,1.04,-0.05,4.31,,1451.1585996875565,Too Hot,Super-Earth,0.0,0.7687154276820638,1.4345975321566704,Mixed-Members
1629,Kepler-115 c,Kepler-115,8.990889,0.087,2.6,7.27,0.0,209.1,960.0,nan,5979.0,1.21,1.04,-0.05,4.31,,836.0417181921808,Too Hot,Neptune-Like,0.0,0.7687154276820638,1.4345975321566704,Mixed-Members
1630,Kepler-1151 b,Kepler-1151,65.6478424,0.3197,2.22,5.56,0.0,4.86,485.0,nan,5470.0,0.85,0.88,-0.11,4.53,,170.53063830211994,Too Hot,Neptune-Like,0.0,0.4519773780204253,0.8434924131208169,NeptuneLike-GasGiant-Only
1631,Kepler-1152 b,Kepler-1152,1.64680191,0.0223,0.87,0.59,0.0,139.6,806.0,nan,3964.0,0.53,0.55,-0.25,4.73,,688.1615383738961,Too Hot,Terrestrial,0.0,0.14800155597920964,0.27620450860905177,Terrestrial-SuperEarth-Only
1632,Kepler-1153 b,Kepler-1153,1.75583533,0.0277,1.73,3.64,0.0,761.81,1343.0,nan,5470.0,0.88,0.91,0.03,4.52,,1260.5265733625565,Too Hot,Super-Earth,0.0,0.4679295207740873,0.8732627335839044,Terrestrial-SuperEarth-Only
1633,Kepler-1154 b,Kepler-1154,5.1856142,0.0631,2.34,6.08,0.0,652.97,1314.0,nan,6327.0,1.43,1.26,0.04,4.23,,1225.1410302239951,Too Hot,Neptune-Like,0.0,1.0173135437956817,1.898538063376108,NeptuneLike-GasGiant-Only
1634,Kepler-1154 c,Kepler-1154,8.45808312,0.0875,2.36,6.17,0.0,339.57,1117.0,nan,6327.0,1.43,1.26,0.04,4.23,,999.2006987792539,Too Hot,Neptune-Like,0.0,1.0173135437956817,1.898538063376108,NeptuneLike-GasGiant-Only
1635,Kepler-1155 b,Kepler-1155,33.469743,0.2006,2.03,4.78,0.0,32.52,609.0,nan,5842.0,1.03,1.03,0.04,4.43,,385.3559548474635,Too Hot,Super-Earth,0.0,0.6247171808952621,1.1658641074898342,Terrestrial-SuperEarth-Only
1636,Kepler-1156 b,Kepler-1156,11.89520511,0.09704,1.32,2.3,0.0,83.01,787.0,nan,5778.0,1.0,1.0,0.02,4.44,,649.521592359139,Too Hot,Super-Earth,0.0,0.5933052551221725,1.1072423216226703,Terrestrial-SuperEarth-Only
1637,Kepler-1157 b,Kepler-1157,4.45743164,0.0448,1.09,1.32,0.0,95.44,732.0,nan,4679.0,0.71,0.76,0.05,4.62,,653.4413007366622,Too Hot,Super-Earth,0.0,0.27624063212679806,0.5155277425945042,Terrestrial-SuperEarth-Only
1638,Kepler-1158 b,Kepler-1158,13.5396293,0.12643,2.34,6.08,0.0,449.7,1079.0,nan,6203.0,1.95,1.41,0.18,4.01,,938.6725335997259,Too Hot,Neptune-Like,0.0,1.3334025880732834,2.488431991002544,NeptuneLike-GasGiant-Only
1639,Kepler-1159 b,Kepler-1159,22.70816791,0.1603,2.37,6.21,0.0,80.98,677.0,nan,6217.0,1.28,1.19,0.04,4.3,,600.7547441365869,Too Hot,Neptune-Like,0.0,0.8792144647164102,1.6408138251132955,NeptuneLike-GasGiant-Only
1640,Kepler-116 b,Kepler-116,5.968734,0.069,3.42,11.6,0.0,594.45,1251.0,nan,6142.0,1.45,1.2,0.07,4.2,,1127.4504896266076,Too Hot,Neptune-Like,0.0,0.972099559857615,1.8141585030853662,NeptuneLike-GasGiant-Only
1641,Kepler-116 c,Kepler-116,13.07163,0.116,2.3,5.9,0.0,208.98,964.0,nan,6142.0,1.45,1.2,0.07,4.2,,807.0640571569451,Too Hot,Neptune-Like,0.0,0.972099559857615,1.8141585030853662,NeptuneLike-GasGiant-Only
1642,Kepler-1160 b,Kepler-1160,7.97034958,0.0755,2.14,5.22,0.0,93.31,839.0,nan,5519.0,0.89,0.92,0.01,4.51,,669.4488977061557,Too Hot,Neptune-Like,0.0,0.4817635238501305,0.8990801244649258,NeptuneLike-GasGiant-Only
1643,Kepler-1161 b,Kepler-1161,10.71252541,0.0784,2.13,5.18,0.0,26.23,485.0,nan,4253.0,0.57,0.59,-0.35,4.7,,297.3028906729958,Too Hot,Neptune-Like,0.0,0.18322669211998838,0.3419426108477705,NeptuneLike-GasGiant-Only
1644,Kepler-1162 b,Kepler-1162,32.5637069,0.19,2.21,5.52,0.0,12.25,490.0,nan,5390.0,0.84,0.89,-0.03,4.54,,290.6130573453448,Too Hot,Neptune-Like,0.0,0.433690527418047,0.8093649976945454,Mixed-Members
