
st_host_name,pl_lm_class
Kepler-158,Similar
Kepler-153,Similar
Kepler-152,Similar
Kepler-155,Similar
Kepler-154,Similar
Kepler-1370,Ordered
Kepler-1371,Ordered
Kepler-151,Anti-ordered
Kepler-1372,N/A
Kepler-150,Similar
TOI-132,N/A
Kepler-1348,N/A
HIP 9618,Similar
Kepler-1349,N/A
HD 95338,N/A
HD 5319,Similar
Kepler-128,Similar
Kepler-1340,N/A
Kepler-127,Ordered
Kepler-1342,N/A
Kepler-129,Ordered
Kepler-1343,N/A
Kepler-124,Ordered
Kepler-1344,N/A
TIC 257060897,N/A
Kepler-123,Anti-ordered
Kepler-1345,N/A
HD 29021,N/A
Kepler-126,Ordered
Kepler-1346,N/A
Kepler-125,Anti-ordered
Kepler-1347,N/A
Kepler-120,Anti-ordered
HIP 54373,Similar
Kepler-122,Similar
Kepler-121,Similar
GJ 179,N/A
TOI-125,Similar
GJ 180,Similar
TOI-122,N/A
Kepler-1359,N/A
TOI-5153,N/A
HD 99706,N/A
TOI-128,N/A
Kepler-1351,N/A
Kepler-139,Ordered
Kepler-1352,N/A
Kepler-138,Ordered
Kepler-1353,N/A
Kepler-1354,N/A
Kepler-135,Anti-ordered
Kepler-1355,N/A
Kepler-134,Anti-ordered
Kepler-1356,N/A
Kepler-1357,N/A
Kepler-137,Similar
Kepler-1358,N/A
Kepler-131,Anti-ordered
Kepler-133,Ordered
HD 190007,N/A
HD 154345,N/A
Kepler-1350,Ordered
TOI-198,N/A
HD 75784,Ordered
TOI-199,Ordered
Kepler-1326,N/A
Kepler-1327,N/A
Kepler-1328,N/A
Kepler-1329,N/A
Kepler-109,Ordered
Kepler-106,Similar
Kepler-105,Anti-ordered
Kepler-1320,N/A
BD+55 362,N/A
Kepler-107,Similar
Kepler-1321,Ordered
Kepler-102,Similar
Kepler-1322,Ordered
Kepler-101,Anti-ordered
Kepler-1323,N/A
Kepler-1324,N/A
Kepler-103,Ordered
Kepler-1325,N/A
Kepler-100,Similar
HD 145457,N/A
KIC 3526061,N/A
Kepler-1337,N/A
Kepler-1338,N/A
Kepler-1339,N/A
HD 50499,Ordered
gam Lib,Ordered
Kepler-117,Ordered
Kepler-116,Anti-ordered
Kepler-1330,N/A
Kepler-119,Anti-ordered
Kepler-1331,N/A
Kepler-118,Ordered
Kepler-1332,N/A
Kepler-113,Similar
Kepler-1333,N/A
Kepler-112,Similar
Kepler-1334,N/A
Kepler-115,Ordered
Kepler-1335,N/A
Kepler-114,Similar
Kepler-1336,Similar
Kepler-111,Ordered
Kepler-110,Similar
TOI-181,N/A
HD 149806,N/A
TOI-178,Similar
Kepler-1304,N/A
Kepler-1305,N/A
Kepler-1306,N/A
Kepler-1307,N/A
Kepler-1308,N/A
Kepler-1309,N/A
HD 167677,N/A
Kepler-1300,N/A
Kepler-1301,N/A
Kepler-1302,N/A
Kepler-1303,N/A
HD 206893,Ordered
TOI-172,N/A
TOI-169,N/A
HD 154391,N/A
Kepler-1315,Ordered
Kepler-1316,N/A
Kepler-1317,N/A
Kepler-1318,N/A
HD 7924,Similar
Kepler-1310,N/A
Kepler-1311,Ordered
Kepler-1312,Ordered
Kepler-1313,N/A
Kepler-1314,N/A
TOI-163,N/A
BD+03 2562,N/A
HD 120084,N/A
TOI-6054,Similar
HD 145377,N/A
4 UMa,N/A
OGLE-TR-182,N/A
Wolf 327,N/A
HD 64114,N/A
HIP 48714,N/A
HD 150706,N/A
TOI-6086,N/A
HD 136418,N/A
HD 24085,N/A
TOI-3807,N/A
NGTS-6,N/A
NGTS-5,N/A
NGTS-8,N/A
NGTS-9,N/A
KIC 5437945,Similar
TOI-3819,N/A
HD 64121,N/A
NGTS-2,N/A
NGTS-1,N/A
NGTS-4,N/A
HD 24064,N/A
HD 39194,Similar
HD 97037,N/A
HD 168009,N/A
L 363-38,N/A
HD 148427,N/A
HD 69830,Similar
HD 97048,N/A
HD 127506,N/A
Kepler-2000,Anti-ordered
Kepler-2001,Ordered
HD 24040,Ordered
HD 220773,N/A
K2-4,N/A
K2-5,Similar
K2-3,Similar
GJ 876,Mixed
K2-8,Ordered
K2-9,N/A
K2-6,N/A
K2-7,N/A
TOI-2524,N/A
TOI-2525,Ordered
OGLE-TR-113,N/A
TOI-2529,N/A
OGLE-TR-132,N/A
HD 94834,N/A
GJ 887,Ordered
GJ 849,Similar
TOI-1221,N/A
G 196-3,N/A
HD 156098,Ordered
HD 48948,Similar
HD 238090,N/A
OGLE-TR-111,N/A
HIP 71135,N/A
HD 88133,N/A
TOI-3894,N/A
TOI-1231,N/A
HD 102272,N/A
TOI-3884,N/A
TOI-1224,N/A
TOI-1227,N/A
Ross 128,N/A
HD 173416,N/A
GJ 2056,N/A
TOI-2570,N/A
TOI-519,N/A
TOI-2567,N/A
TOI-1235,N/A
HD 82886,N/A
TCP J05074264+2447555,N/A
TOI-500,N/A
TOI-2580,N/A
TOI-1244,N/A
TOI-1246,Similar
TOI-1249,N/A
TOI-1248,N/A
HD 27969,N/A
GJ 2030,Ordered
TOI-1260,Similar
TOI-2589,N/A
TOI-5616,N/A
TOI-1272,Similar
TOI-1273,N/A
TOI-1266,Similar
TOI-1269,N/A
TOI-1268,N/A
KPS-1,N/A
HD 43197,Ordered
GJ 3341,N/A
TOI-431,Ordered
Kepler-1645,N/A
Kepler-1646,N/A
Kepler-1649,Similar
Kepler-428,N/A
Kepler-425,N/A
TOI-1278,N/A
HD 60532,Ordered
Kepler-424,Ordered
Kepler-427,N/A
Kepler-1640,N/A
Kepler-426,N/A
TOI-1279,N/A
Kepler-1641,Similar
Kepler-421,N/A
Kepler-1642,Similar
Kepler-1643,N/A
Kepler-423,N/A
Kepler-1644,N/A
Kepler-422,N/A
HD 564,N/A
Kepler-1656,Ordered
Kepler-1658,N/A
TOI-1294,Ordered
TOI-1296,N/A
Kepler-439,N/A
TOI-1295,N/A
CFHTWIR-Oph 98 A,N/A
TOI-1298,N/A
Kepler-436,Similar
Kepler-435,N/A
TOI-1288,Ordered
Kepler-1650,N/A
Kepler-438,N/A
Kepler-437,N/A
Kepler-1652,N/A
Kepler-1653,N/A
Kepler-431,Ordered
Kepler-1654,N/A
Kepler-434,N/A
HAT-P-70,N/A
Kepler-1655,N/A
Kepler-433,N/A
Kepler-430,Anti-ordered
HD 9174,N/A
HD 187123,Ordered
GJ 3323,Similar
Kepler-1623,N/A
Kepler-1624,N/A
Kepler-1625,N/A
Kepler-1626,N/A
Kepler-1627,N/A
Kepler-407,Ordered
Kepler-1628,N/A
Kepler-406,Anti-ordered
Kepler-1629,N/A
Kepler-409,N/A
Kepler-408,N/A
Kepler-403,Similar
YZ Cet,Similar
Kepler-402,Similar
Kepler-405,Ordered
Kepler-404,Ordered
Kepler-1620,N/A
Kepler-1621,N/A
Kepler-401,Similar
Kepler-1622,N/A
Kepler-400,Similar
HD 238914,N/A
KELT-6,Ordered
HD 94771,N/A
KELT-8,N/A
HD 51608,Similar
KELT-7,N/A
Kepler-1634,N/A
Kepler-1635,N/A
Kepler-1636,N/A
Kepler-1637,N/A
Kepler-1638,N/A
Kepler-418,Ordered
KELT-1,N/A
Kepler-1639,N/A
Kepler-417,Similar
Kepler-419,Ordered
TOI-406,Ordered
TOI-4342,Similar
HD 40956,N/A
Kepler-414,Ordered
Kepler-416,Mixed
Kepler-415,Anti-ordered
Kepler-1630,N/A
Kepler-1631,N/A
Kepler-1632,N/A
Kepler-412,N/A
Kepler-1633,N/A
47 UMa,Similar
Kepler-1609,N/A
HD 144899,N/A
Kepler-1601,N/A
Kepler-1602,N/A
Kepler-1603,N/A
HAT-P-49,N/A
Kepler-1604,N/A
Kepler-1605,N/A
Kepler-1606,N/A
HAT-P-46,N/A
Kepler-1607,N/A
HAT-P-45,N/A
Kepler-1608,N/A
TOI-3023,N/A
HAT-P-44,Ordered
HAT-P-43,N/A
HAT-P-42,N/A
TOI-5678,N/A
HAT-P-40,N/A
HD 134606,Ordered
Kepler-1600,Ordered
TOI-470,N/A
HD 79181,N/A
WASP-6,N/A
WASP-7,N/A
EPIC 220674823,Similar
Kepler-1612,N/A
Kepler-1613,N/A
Kepler-1614,N/A
HAT-P-38,N/A
Kepler-1615,N/A
HAT-P-37,N/A
Kepler-1616,N/A
HAT-P-36,N/A
Kepler-1617,N/A
Kepler-1618,N/A
HAT-P-34,N/A
Kepler-1619,N/A
HAT-P-31,N/A
Kepler-1610,Similar
Kepler-1611,N/A
WASP-4,N/A
WASP-5,N/A
HD 221287,N/A
HAT-P-69,N/A
TOI-4377,N/A
HAT-P-68,N/A
HAT-P-66,N/A
HAT-P-65,N/A
HAT-P-64,N/A
HAT-P-63,N/A
HAT-P-62,N/A
HAT-P-61,N/A
HAT-P-60,N/A
TOI-444,N/A
HD 76920,N/A
HAT-P-59,N/A
HAT-P-58,N/A
HAT-P-56,N/A
HAT-P-55,N/A
HAT-P-54,N/A
HAT-P-53,N/A
HAT-P-52,N/A
HD 31253,N/A
HAT-P-51,N/A
HAT-P-50,N/A
HD 208527,N/A
TAP 26,N/A
HD 4313,N/A
UCAC3 113-933,N/A
TOI-3071,N/A
BD+45 564,N/A
2MASS J04372171+2651014,N/A
HD 111998,N/A
HAT-P-28,N/A
HAT-P-26,N/A
HAT-P-25,N/A
HAT-P-23,N/A
HAT-P-21,N/A
HAT-P-20,N/A
Kepler-487,Similar
Kepler-489,N/A
Kepler-483,N/A
Kepler-482,N/A
Kepler-484,N/A
Kepler-481,N/A
Kepler-480,N/A
USco1621 A,N/A
HAT-P-19,N/A
HAT-P-18,N/A
HAT-P-17,Ordered
HAT-P-15,N/A
HAT-P-13,Ordered
HAT-P-12,N/A
HAT-P-11,Ordered
Kepler-498,N/A
Kepler-497,N/A
Kepler-499,N/A
TOI-480,N/A
Kepler-496,N/A
TOI-481,N/A
Kepler-495,Anti-ordered
Kepler-491,N/A
HD 168863,N/A
TOI-6130,N/A
Kepler-1689,N/A
BD-06 1339,N/A
Kepler-1681,N/A
Kepler-1682,N/A
Kepler-1683,N/A
AU Mic,Anti-ordered
Kepler-1684,N/A
Kepler-1685,N/A
Kepler-465,N/A
HD 88986,N/A
Kepler-1686,N/A
Kepler-464,N/A
Kepler-1687,N/A
Kepler-467,N/A
Kepler-1688,N/A
Kepler-466,Ordered
Kepler-461,N/A
Kepler-463,N/A
Kepler-462,Anti-ordered
Kepler-1680,N/A
Kepler-1692,N/A
Kepler-1693,Ordered
Kepler-479,N/A
Kepler-1694,N/A
Kepler-1695,N/A
HD 175167,N/A
Kepler-1696,N/A
Kepler-476,N/A
Kepler-1697,N/A
Kepler-475,N/A
Kepler-1698,N/A
Kepler-478,N/A
Kepler-1699,N/A
Kepler-472,N/A
Kepler-474,N/A
Kepler-473,N/A
TYC 1422-614-1,Ordered
Kepler-1690,N/A
Kepler-1691,N/A
HD 32518,N/A
Kepler-1667,N/A
Kepler-1668,N/A
HD 33844,Similar
Kepler-1669,Similar
YSES 2,N/A
8 UMi,N/A
HD 4308,N/A
Kepler-447,N/A
Kepler-446,Similar
Kepler-449,Ordered
Kepler-1663,N/A
Kepler-443,N/A
Kepler-1664,N/A
Kepler-442,N/A
Kepler-1665,N/A
Kepler-445,Similar
Kepler-1666,Similar
Kepler-441,N/A
Kepler-440,N/A
tau Cet,Similar
Kepler-1678,N/A
Kepler-1679,N/A
Kepler-1670,N/A
Kepler-1671,N/A
Kepler-1672,N/A
Kepler-1673,N/A
Kepler-1674,N/A
Kepler-1675,N/A
HD 62364,N/A
Kepler-1676,N/A
Kepler-1677,N/A
Kepler-450,Similar
GJ 9689,N/A
WASP-121,N/A
WASP-120,N/A
WASP-126,N/A
WASP-124,N/A
HD 30669,N/A
KOI-2513,N/A
WASP-138,N/A
HD 124330,N/A
WASP-132,Ordered
WASP-133,N/A
WASP-130,N/A
WASP-131,N/A
WASP-136,N/A
WASP-135,N/A
HD 235088,N/A
HD 86226,Ordered
WASP-144,N/A
WASP-141,N/A
WASP-142,N/A
TOI-3912,N/A
WASP-147,N/A
WASP-148,Similar
TOI-3919,N/A
HD 98219,N/A
HD 17674,N/A
WASP-153,N/A
WASP-158,N/A
WASP-159,N/A
WASP-156,N/A
WASP-157,N/A
WASP-150,N/A
WASP-151,N/A
11 UMi,N/A
WASP-165,N/A
WASP-166,N/A
WASP-163,N/A
WASP-164,N/A
WASP-169,N/A
WASP-167,N/A
COCONUTS-2 A,N/A
HD 5583,N/A
WASP-161,N/A
WASP-162,N/A
WASP-176,N/A
WASP-177,N/A
WASP-174,N/A
14 And,N/A
WASP-175,N/A
WASP-178,N/A
HD 136352,Similar
WASP-172,N/A
WASP-170,N/A
WASP-171,N/A
HD 102117,N/A
HD 86264,N/A
WASP-187,N/A
WASP-185,N/A
WASP-186,N/A
WASP-189,N/A
WASP-183,N/A
WASP-184,N/A
WASP-181,N/A
WASP-182,N/A
HD 56414,N/A
HD 77338,N/A
HD 89307,N/A
TOI-1301,N/A
WASP-190,N/A
HD 39091,Ordered
WASP-192,N/A
WASP-193,N/A
TOI-2641,N/A
KOI-7368,N/A
HD 68402,N/A
HD 27894,Ordered
HD 184010,Similar
TIC 4672985,N/A
24 Sex,Anti-ordered
BD+15 2375,N/A
TYC 3318-01333-1,N/A
HD 89345,N/A
HD 147018,Ordered
TOI-1347,Anti-ordered
HD 213885,Ordered
GJ 740,N/A
TOI-5720,N/A
TOI-5713,N/A
HD 88072,N/A
HD 10180,Similar
HD 117207,N/A
HD 183579,N/A
TOI-5726,N/A
NGC 2682 Sand 364,N/A
TOI-1386,Ordered
HIP 39017,N/A
TOI-4406,N/A
WASP-99,N/A
WASP-97,N/A
WASP-96,N/A
WASP-95,N/A
HD 47536,N/A
WASP-93,N/A
GJ 3470,N/A
HD 102195,N/A
HD 23472,Mixed
NGTS-10,N/A
HD 185283,N/A
Kepler-69,Similar
NGTS-11,N/A
NGTS-12,N/A
NGTS-13,N/A
HD 114082,N/A
Kepler-65,Ordered
Kepler-66,N/A
Kepler-67,N/A
Kepler-1524,N/A
Kepler-60,Similar
NGTS-18,N/A
Kepler-1525,N/A
Kepler-61,N/A
Kepler-1526,N/A
Kepler-62,Similar
Kepler-1527,N/A
Kepler-63,N/A
Kepler-1528,N/A
Kepler-308,Similar
Kepler-1529,N/A
Kepler-307,Anti-ordered
NGTS-15,N/A
NGTS-16,N/A
Kepler-309,Ordered
NGTS-17,N/A
Kepler-304,Ordered
Kepler-303,Ordered
Kepler-306,Similar
Kepler-305,Similar
Kepler-1520,N/A
Kepler-300,Ordered
Kepler-1521,N/A
Kepler-1522,N/A
Kepler-302,N/A
HD 219139,N/A
Kepler-1523,N/A
Kepler-301,Similar
HD 457,N/A
Kepler-57,Anti-ordered
NGTS-21,N/A
Kepler-58,Similar
Kepler-59,Ordered
NGTS-23,N/A
NGTS-24,N/A
Kepler-53,Ordered
Kepler-54,Similar
Kepler-55,Ordered
Kepler-56,Ordered
NGTS-20,N/A
Kepler-1535,N/A
Kepler-1536,N/A
Kepler-50,Similar
HD 219134,Ordered
Kepler-1537,N/A
Kepler-51,Ordered
Kepler-1538,N/A
Kepler-52,Anti-ordered
Kepler-1539,N/A
Kepler-319,Similar
NGTS-25,N/A
Kepler-318,Similar
NGTS-26,N/A
TOI-4443,N/A
NGTS-27,N/A
HIP 114933,N/A
Kepler-315,Similar
Kepler-314,Ordered
Kepler-317,Anti-ordered
Kepler-1530,Ordered
Kepler-316,Similar
Kepler-1531,N/A
Kepler-311,Similar
Kepler-1532,N/A
Kepler-310,Ordered
Kepler-1533,N/A
Kepler-313,Similar
Kepler-1534,N/A
Kepler-312,Ordered
TOI-4438,N/A
HD 208487,N/A
NGTS-33,N/A
Kepler-87,Anti-ordered
NGTS-30,N/A
Kepler-1502,N/A
Kepler-82,Similar
Kepler-1503,N/A
Kepler-1504,N/A
Kepler-84,Similar
Kepler-1505,N/A
Kepler-85,Similar
Kepler-1506,N/A
Kepler-1507,N/A
Kepler-1508,N/A
Kepler-80,Similar
Kepler-1509,N/A
Kepler-81,Anti-ordered
Kepler-1500,N/A
Kepler-1501,N/A
LSPM J2116+0234,N/A
2MASS J22362452+4751425,N/A
HD 139357,N/A
Kepler-79,Similar
HD 3765,N/A
Kepler-75,N/A
Kepler-76,N/A
Kepler-77,N/A
Kepler-1513,N/A
Kepler-1514,Ordered
Kepler-1515,N/A
Kepler-1516,N/A
Kepler-74,N/A
Kepler-1517,N/A
Kepler-1518,Similar
Kepler-1519,N/A
Kepler-1510,N/A
Kepler-1511,N/A
Kepler-1512,N/A
HD 190647,N/A
HD 67087,Similar
Kepler-24,Similar
Kepler-26,Ordered
Kepler-27,Ordered
HATS-22,N/A
HATS-24,N/A
Kepler-22,N/A
HATS-23,N/A
Kepler-23,Similar
HATS-26,N/A
HATS-25,N/A
HATS-28,N/A
HATS-27,N/A
HATS-29,N/A
HD 108202,N/A
HD 39855,N/A
GJ 832,N/A
TOI-5799,N/A
HIP 67851,Ordered
Kepler-28,Similar
Kepler-29,Similar
HD 93385,Similar
Kepler-15,N/A
HATS-11,N/A
HATS-10,N/A
Kepler-10,Ordered
HATS-13,N/A
Kepler-11,Ordered
HATS-12,N/A
Kepler-12,N/A
HATS-15,N/A
HATS-14,N/A
HATS-17,N/A
HATS-16,N/A
HATS-18,N/A
TOI-4479,N/A
TIC 139270665,Ordered
Kepler-17,N/A
Kepler-18,Similar
Kepler-19,Ordered
Kepler-46,Ordered
Kepler-48,Ordered
HD 93351,Ordered
HIP 78530,N/A
Kepler-49,Similar
Kepler-42,Similar
Kepler-43,N/A
Kepler-44,N/A
Kepler-45,N/A
TOI-332,N/A
TOI-4495,N/A
Kepler-40,N/A
GJ 806,Ordered
Kepler-41,N/A
HD 110537,N/A
HD 15906,Similar
7 CMa,Anti-ordered
Kepler-36,Ordered
Kepler-37,Ordered
Kepler-31,Ordered
Kepler-32,Ordered
Kepler-33,Similar
Kepler-30,Mixed
TOI-329,N/A
HD 191939,Ordered
24 Boo,N/A
Kepler-39,N/A
HATS-62,N/A
HD 4203,Similar
HATS-61,N/A
HATS-64,N/A
HATS-63,N/A
HATS-66,N/A
HATS-68,N/A
HD 6860,N/A
HATS-67,N/A
HATS-69,N/A
HD 4208,N/A
HD 108236,Similar
Kepler-388,Similar
Kepler-387,Anti-ordered
Kepler-389,Similar
Kepler-384,Similar
Kepler-383,Similar
Kepler-386,Similar
Kepler-385,Similar
Kepler-380,Similar
HATS-60,N/A
Kepler-382,Similar
HD 131496,N/A
Kepler-381,Similar
HATS-51,N/A
HATS-50,N/A
HD 18143,Ordered
HATS-53,N/A
HATS-52,N/A
HATS-55,N/A
HATS-54,N/A
HD 95127,N/A
HATS-57,N/A
HIP 54597,N/A
HATS-56,N/A
HATS-59,Ordered
Kepler-399,Ordered
Kepler-398,Similar
Kepler-395,Ordered
Kepler-394,Similar
Kepler-397,Ordered
Kepler-396,Anti-ordered
Kepler-391,Similar
Kepler-393,Similar
Kepler-392,Similar
HATS-40,N/A
HATS-42,N/A
HATS-41,N/A
HD 187085,N/A
HATS-44,N/A
HATS-43,N/A
HATS-46,N/A
HATS-45,N/A
HATS-47,N/A
HATS-49,N/A
Kepler-1582,N/A
Kepler-1583,N/A
Kepler-369,Ordered
Kepler-1584,N/A
Kepler-1585,N/A
Kepler-1586,N/A
Kepler-366,Similar
GJ 160.2,N/A
Kepler-1587,N/A
Kepler-365,Similar
HD 11506,Ordered
Kepler-1588,N/A
Kepler-368,Similar
HD 11505,N/A
Kepler-1589,N/A
Kepler-367,Similar
Kepler-362,Ordered
Kepler-361,Ordered
HD 72490,N/A
Kepler-364,Ordered
Kepler-363,Ordered
HD 210702,N/A
Kepler-1580,N/A
Kepler-360,Similar
Kepler-1581,N/A
HD 332231,N/A
HATS-31,N/A
HATS-33,N/A
HATS-32,N/A
HATS-35,N/A
HATS-34,N/A
HATS-36,N/A
HATS-39,N/A
HATS-38,N/A
HD 42618,N/A
Kepler-1593,N/A
Kepler-1594,N/A
Kepler-1595,N/A
Kepler-1596,N/A
Kepler-1597,N/A
Kepler-377,Ordered
Kepler-1598,N/A
Kepler-376,Ordered
Kepler-1599,N/A
Kepler-379,Ordered
Kepler-378,Similar
Kepler-373,Similar
Kepler-372,Similar
Kepler-375,Ordered
Kepler-374,Similar
LHS 1478,N/A
Kepler-1590,N/A
Kepler-1591,N/A
Kepler-371,Similar
Kepler-1592,N/A
Kepler-370,Similar
HIP 107773,N/A
HIP 107772,N/A
Kepler-1568,N/A
Kepler-1569,N/A
HD 168746,N/A
HD 181720,N/A
HD 159868,Ordered
Kepler-1560,N/A
Kepler-348,Similar
Kepler-1561,N/A
Kepler-347,Similar
Kepler-1562,N/A
Kepler-1563,N/A
Kepler-349,Anti-ordered
Kepler-1564,N/A
Kepler-344,Similar
Kepler-1565,N/A
Kepler-343,Similar
Kepler-1566,N/A
Kepler-346,Similar
Kepler-1567,N/A
Kepler-345,Ordered
Kepler-340,Ordered
Kepler-342,Ordered
Kepler-341,Similar
Kepler-97,N/A
Kepler-98,N/A
Kepler-1579,N/A
Kepler-93,N/A
Kepler-94,Ordered
Kepler-95,N/A
Kepler-96,N/A
Kepler-91,N/A
Kepler-92,Anti-ordered
Kepler-1571,N/A
Kepler-359,Anti-ordered
Kepler-1572,N/A
Kepler-358,Similar
Kepler-1573,N/A
Kepler-1574,N/A
Kepler-1575,N/A
Kepler-355,Ordered
Kepler-1576,N/A
Kepler-354,Similar
Kepler-1577,N/A
Kepler-357,Ordered
Kepler-1578,N/A
Kepler-356,Similar
Kepler-351,Similar
Kepler-350,Ordered
Kepler-352,Ordered
HD 80913,N/A
Kepler-1570,N/A
HD 122562,N/A
Kepler-1546,N/A
WASP-107,N/A
Kepler-1547,N/A
Kepler-1548,N/A
WASP-105,N/A
Kepler-1549,N/A
WASP-106,N/A
Kepler-329,Ordered
Kepler-326,Anti-ordered
Kepler-325,Similar
Kepler-328,Similar
Kepler-1541,N/A
Kepler-327,Ordered
Kepler-1542,Similar
Kepler-322,Ordered
WASP-103,N/A
Kepler-1543,N/A
Kepler-321,Similar
Kepler-324,Ordered
Kepler-1544,N/A
WASP-101,N/A
Kepler-1545,N/A
Kepler-323,Ordered
Kepler-320,Similar
HD 135872,N/A
HATS-72,N/A
HATS-75,N/A
HATS-77,N/A
HATS-76,N/A
Kepler-1557,N/A
WASP-118,N/A
Kepler-1558,N/A
WASP-119,N/A
Kepler-1559,N/A
WASP-117,N/A
Kepler-337,Ordered
Kepler-1550,N/A
Kepler-336,Ordered
Kepler-1551,N/A
Kepler-339,Ordered
Kepler-1552,N/A
Kepler-338,Similar
Kepler-1553,N/A
Kepler-1554,N/A
Kepler-332,Similar
Kepler-1555,N/A
Kepler-335,Similar
Kepler-1556,N/A
Kepler-334,Similar
WASP-113,N/A
Kepler-331,Similar
HD 112300,N/A
Kepler-330,Ordered
HATS-71,N/A
HATS-70,N/A
