,key_0,pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,placeholder1,placeholder2,raw_data_calc_orb_sma,placeholder3,raw_data_tsurf_k,raw_data_tsurf_c,pl_tsurf_k,pl_tsurf_c,P_HABITABLE
2894,kepler-265 c,Kepler-265 c,Kepler-265,1,4,Transit,2014,Kepler,0,17.028937,0.000136,-0.000136,0.0,0.127,,,0.0,2.63,0.55,-0.55,0.0,0.235,0.049,-0.049,0.0,7.41,,,0.0,0.0233,,,0.0,M-R relationship,0.0,,,0.0,65.36,5.92,-5.33,0.0,755.0,,,0.0,0,,5835.0,118.0,-118.0,0.0,1.1,0.23,-0.23,0.0,0.98,0.05,-0.05,0.0,-0.14,0.12,-0.121,0.0,[Fe/H],4.33,0.15,-0.15,0.0,19h22m02.51s,290.5104788,+41d14m41.07s,41.244743,1280.25,47.9,-44.62,15.47,0.16,-0.16,13.897,0.051,-0.051,15.3522,0.000383,-0.000383,,,0.128669084,,854.2409409,581.0909409,854.2408751933273,581.0908751933273,0
2895,kepler-265 d,Kepler-265 d,Kepler-265,1,4,Transit,2014,Kepler,0,43.130617,0.000658,-0.000658,0.0,0.236,,,0.0,2.49,0.54,-0.54,0.0,0.222,0.048,-0.048,0.0,6.76,,,0.0,0.0213,,,0.0,M-R relationship,0.0,,,0.0,18.94,1.71,-1.55,0.0,554.0,,,0.0,0,,5835.0,118.0,-118.0,0.0,1.1,0.23,-0.23,0.0,0.98,0.05,-0.05,0.0,-0.14,0.12,-0.121,0.0,[Fe/H],4.33,0.15,-0.15,0.0,19h22m02.51s,290.5104788,+41d14m41.07s,41.244743,1280.25,47.9,-44.62,15.47,0.16,-0.16,13.897,0.051,-0.051,15.3522,0.000383,-0.000383,,,0.239078009,,626.6517269,353.5017269,626.6516787593287,353.5016787593287,0
2896,kepler-265 e,Kepler-265 e,Kepler-265,1,4,Transit,2014,Kepler,0,67.831024,0.001396,-0.001396,0.0,0.319,,,0.0,2.59,0.55,-0.55,0.0,0.231,0.049,-0.049,0.0,7.22,,,0.0,0.0227,,,0.0,M-R relationship,0.0,,,0.0,10.35,0.94,-0.84,0.0,476.0,,,0.0,0,,5835.0,118.0,-118.0,0.0,1.1,0.23,-0.23,0.0,0.98,0.05,-0.05,0.0,-0.14,0.12,-0.121,0.0,[Fe/H],4.33,0.15,-0.15,0.0,19h22m02.51s,290.5104788,+41d14m41.07s,41.244743,1280.25,47.9,-44.62,15.47,0.16,-0.16,13.897,0.051,-0.051,15.3522,0.000383,-0.000383,,,0.323321634,,538.9976861,265.8476861,538.9976446871751,265.84764468717515,0
2897,kepler-266 b,Kepler-266 b,Kepler-266,1,2,Transit,2014,Kepler,0,6.61833,4.8e-05,-4.8e-05,0.0,0.071,,,0.0,2.48,1.2,-1.2,0.0,0.221,0.107,-0.107,0.0,6.71,,,0.0,0.0211,,,0.0,M-R relationship,0.0,,,0.0,230.4,22.35,-20.03,0.0,1066.0,,,0.0,0,,5885.0,250.0,-250.0,0.0,1.03,0.5,-0.5,0.0,0.95,0.07,-0.04,0.0,0.16,0.15,-0.1,0.0,[Fe/H],4.45,0.3,-0.3,0.0,19h37m56.25s,294.4843821,+44d10m00.97s,44.1669355,1370.79,56.78,-52.52,15.787,0.366,-0.366,13.811,0.05,-0.05,15.5772,0.000467,-0.000467,,,0.067818363,,1115.015602,841.8656025,1115.0155167676594,841.8655167676594,0
2898,kepler-266 c,Kepler-266 c,Kepler-266,1,2,Transit,2014,Kepler,0,107.723601,0.001643,-0.001643,0.0,0.457,,,0.0,3.89,1.89,-1.89,0.0,0.347,0.169,-0.169,0.0,14.4,,,0.0,0.0453,,,0.0,M-R relationship,0.0,,,0.0,5.59,0.54,-0.49,0.0,421.0,,,0.0,0,,5885.0,250.0,-250.0,0.0,1.03,0.5,-0.5,0.0,0.95,0.07,-0.04,0.0,0.16,0.15,-0.1,0.0,[Fe/H],4.45,0.3,-0.3,0.0,19h37m56.25s,294.4843821,+44d10m00.97s,44.1669355,1370.79,56.78,-52.52,15.787,0.366,-0.366,13.811,0.05,-0.05,15.5772,0.000467,-0.000467,,,0.435567634,,439.4930573,166.3430573,439.4930234891828,166.34302348918283,0
2899,kepler-267 b,Kepler-267 b,Kepler-267,1,3,Transit,2014,Kepler,0,3.353728,7e-06,-7e-06,0.0,0.037,,,0.0,1.98,0.09,-0.09,0.0,0.177,0.008,-0.008,0.0,37.9,21.3,-17.9,0.0,0.119,0.067,-0.056,0.0,Mass,0.0,,,0.0,45.84,4.7,-4.32,0.0,615.0,,,0.0,0,M1 V,4258.0,100.0,-100.0,0.0,0.56,0.02,-0.02,0.0,0.54,0.02,-0.02,0.0,-0.18,0.118,-0.12,0.0,[Fe/H],4.73,0.15,-0.15,0.0,19h59m19.34s,299.8305655,+47d09m27.27s,47.1575741,264.993,2.4925,-2.4925,16.69,0.2,-0.2,12.485,0.024,-0.024,15.4693,0.000629,-0.000629,,,0.035707297,,824.031565,550.881565,824.0315016951598,550.8815016951598,0
2900,kepler-267 c,Kepler-267 c,Kepler-267,1,3,Transit,2014,Kepler,0,6.87745,1.6e-05,-1.6e-05,0.0,0.06,,,0.0,2.13,0.11,-0.11,0.0,0.19,0.01,-0.01,0.0,5.18,,,0.0,0.0163,,,0.0,M-R relationship,0.0,,,0.0,17.58,1.8,-1.66,0.0,484.0,,,0.0,0,M1 V,4258.0,100.0,-100.0,0.0,0.56,0.02,-0.02,0.0,0.54,0.02,-0.02,0.0,-0.18,0.118,-0.12,0.0,[Fe/H],4.73,0.15,-0.15,0.0,19h59m19.34s,299.8305655,+47d09m27.27s,47.1575741,264.993,2.4925,-2.4925,16.69,0.2,-0.2,12.485,0.024,-0.024,15.4693,0.000629,-0.000629,,,0.057635497,,647.0965506,373.9465506,647.0965008415317,373.9465008415317,0
2901,kepler-267 d,Kepler-267 d,Kepler-267,1,3,Transit,2014,Kepler,0,28.464515,0.00018,-0.00018,0.0,0.154,,,0.0,2.27,0.12,-0.12,0.0,0.203,0.011,-0.011,0.0,5.77,,,0.0,0.0182,,,0.0,M-R relationship,0.0,,,0.0,2.65,0.27,-0.25,0.0,301.0,,,0.0,1,M1 V,4258.0,100.0,-100.0,0.0,0.56,0.02,-0.02,0.0,0.54,0.02,-0.02,0.0,-0.18,0.118,-0.12,0.0,[Fe/H],4.73,0.15,-0.15,0.0,19h59m19.34s,299.8305655,+47d09m27.27s,47.1575741,264.993,2.4925,-2.4925,16.69,0.2,-0.2,12.485,0.024,-0.024,15.4693,0.000629,-0.000629,,,0.148573357,,403.9097619,130.7597619,403.9097308506597,130.7597308506597,0
2902,kepler-268 b,Kepler-268 b,Kepler-268,1,2,Transit,2014,Kepler,0,25.934138,0.000142,-0.000142,0.0,0.18,,,0.0,2.55,0.47,-0.47,0.0,0.227,0.042,-0.042,0.0,7.04,,,0.0,0.0221,,,0.0,M-R relationship,0.0,,,0.0,64.93,2.39,-2.3,0.0,695.0,,,0.0,0,,6081.0,100.0,-100.0,0.0,1.27,0.23,-0.23,0.0,1.13,0.05,-0.04,0.0,0.001,0.013,-0.013,0.0,[M/H],4.29,0.15,-0.15,0.0,19h27m54.28s,291.9761559,+38d03m18.12s,38.0550327,851.87,11.63,-11.63,13.844,0.114,-0.114,12.382,0.026,-0.026,13.6678,0.000237,-0.000237,,,0.178599889,,803.4995737,530.3495737,803.4995119696223,530.3495119696223,0
2903,kepler-268 c,Kepler-268 c,Kepler-268,1,2,Transit,2014,Kepler,0,83.446393,0.000761,-0.000761,0.0,0.391,,,0.0,3.38,0.69,-0.69,0.0,0.302,0.062,-0.062,0.0,11.4,,,0.0,0.0357,,,0.0,M-R relationship,0.0,,,0.0,13.66,0.5,-0.48,0.0,471.0,,,0.0,0,,6081.0,100.0,-100.0,0.0,1.27,0.23,-0.23,0.0,1.13,0.05,-0.04,0.0,0.001,0.013,-0.013,0.0,[M/H],4.29,0.15,-0.15,0.0,19h27m54.28s,291.9761559,+38d03m18.12s,38.0550327,851.87,11.63,-11.63,13.844,0.114,-0.114,12.382,0.026,-0.026,13.6678,0.000237,-0.000237,,,0.389258721,,545.1719776,272.0219776,545.1719356945952,272.0219356945952,0
2904,kepler-269 b,Kepler-269 b,Kepler-269,1,2,Transit,2014,Kepler,0,5.326718,3.5e-05,-3.5e-05,0.0,0.061,,,0.0,2.47,1.15,-1.15,0.0,0.22,0.103,-0.103,0.0,6.66,,,0.0,0.021,,,0.0,M-R relationship,0.0,,,0.0,730.77,132.46,-106.68,0.0,1007.0,,,0.0,0,,5847.0,250.0,-250.0,0.0,0.96,0.43,-0.43,0.0,0.92,0.04,-0.05,0.0,0.02,0.147,-0.184,0.0,[Fe/H],4.5,0.3,-0.3,0.0,19h20m51.64s,290.2151459,+41d46m33.53s,41.775981,2257.32,190.15,-163.35,15.646,0.217,-0.217,13.961,0.053,-0.053,15.7352,0.000513,-0.000513,,,0.058055438,,1153.848613,880.6986127,1153.848523955346,880.6985239553461,0
2905,kepler-269 c,Kepler-269 c,Kepler-269,1,2,Transit,2014,Kepler,0,8.127899,0.000149,-0.000149,0.0,0.081,,,0.0,1.69,0.8,-0.8,0.0,0.151,0.071,-0.071,0.0,3.5,,,0.0,0.011,,,0.0,M-R relationship,0.0,,,0.0,416.58,75.51,-60.81,0.0,875.0,,,0.0,0,,5847.0,250.0,-250.0,0.0,0.96,0.43,-0.43,0.0,0.92,0.04,-0.05,0.0,0.02,0.147,-0.184,0.0,[Fe/H],4.5,0.3,-0.3,0.0,19h20m51.64s,290.2151459,+41d46m33.53s,41.775981,2257.32,190.15,-163.35,15.646,0.217,-0.217,13.961,0.053,-0.053,15.7352,0.000513,-0.000513,,,0.076946458,,1001.316195,728.1661948,1001.3161178075125,728.1661178075125,0
2906,kepler-27 b,Kepler-27 b,Kepler-27,1,3,Transit,2011,Kepler,0,15.3348,,,0.0,0.118,,,0.0,4.0,,,0.0,0.357,,,0.0,2895.31,,,1.0,9.11,,,1.0,Mass,0.0,,,0.0,28.68,2.92,-2.61,0.0,610.0,,,0.0,1,,5400.0,60.0,-60.0,0.0,0.59,0.15,-0.15,0.0,0.65,0.16,-0.16,0.0,0.41,0.04,-0.04,0.0,[M/H],5.4,0.2,-0.2,0.0,19h28m56.82s,292.2367608,+41d05m09.14s,41.085871,1044.36,39.645,-39.645,15.822,0.069,-0.069,14.118,0.065,-0.065,15.8164,0.000827,-0.000827,,,0.104639829,,600.6532086,327.5032086,600.6531624290193,327.5031624290193,0
2907,kepler-27 c,Kepler-27 c,Kepler-27,1,3,Transit,2011,Kepler,0,31.3309,,,0.0,0.191,,,0.0,4.9,,,0.0,0.437,,,0.0,4385.87,,,1.0,13.8,,,1.0,Mass,0.0,,,0.0,11.07,1.12,-1.01,0.0,481.0,,,0.0,1,,5400.0,60.0,-60.0,0.0,0.59,0.15,-0.15,0.0,0.65,0.16,-0.16,0.0,0.41,0.04,-0.04,0.0,[M/H],5.4,0.2,-0.2,0.0,19h28m56.82s,292.2367608,+41d05m09.14s,41.085871,1044.36,39.645,-39.645,15.822,0.069,-0.069,14.118,0.065,-0.065,15.8164,0.000827,-0.000827,,,0.168484592,,472.1153504,198.9653504,472.1153141441768,198.96531414417683,0
2908,kepler-27 d,Kepler-27 d,Kepler-27,1,3,Transit,2021,Kepler,0,6.54628992,,,0.0,0.0668,,,0.0,2.706,,,0.0,0.241,,,0.0,7.78,,,0.0,0.0245,,,0.0,M-R relationship,0.0,,,0.0,115.56,23.27,-16.32,0.0,810.0,,,0.0,0,,5251.0,105.0,-105.0,0.0,0.82,0.08,-0.03,0.0,0.93,0.03,-0.06,0.0,0.21,0.15,-0.15,0.0,[Fe/H],4.58,0.01,-0.09,0.0,19h28m56.82s,292.2367608,+41d05m09.14s,41.085871,1044.36,39.645,-39.645,15.822,0.069,-0.069,14.118,0.065,-0.065,15.8164,0.000827,-0.000827,,,0.066849521,,915.1783815,642.0283815,915.1783111752342,642.0283111752342,0
2909,kepler-270 b,Kepler-270 b,Kepler-270,1,2,Transit,2014,Kepler,0,11.476094,7.1e-05,-7.1e-05,0.0,0.107,,,0.0,2.01,0.4,-0.4,0.0,0.179,0.036,-0.036,0.0,4.7,,,0.0,0.0148,,,0.0,M-R relationship,0.0,,,0.0,178.36,5.82,-5.63,0.0,984.0,,,0.0,0,,6067.0,100.0,-100.0,0.0,1.46,0.28,-0.28,0.0,1.17,0.08,-0.05,0.0,0.07,0.079,-0.069,0.0,[Fe/H],4.2,0.15,-0.15,0.0,18h48m48.03s,282.2001207,+44d25m20.21s,44.4222795,948.781,13.019,-12.677,13.9,0.114,-0.114,12.627,0.019,-0.019,13.8586,0.000185,-0.000185,,,0.104921666,,1114.816976,841.666976,1114.8168902956654,841.6668902956654,0
2910,kepler-270 c,Kepler-270 c,Kepler-270,1,2,Transit,2014,Kepler,0,25.262887,0.000599,-0.000599,0.0,0.18,,,0.0,1.77,0.37,-0.37,0.0,0.158,0.033,-0.033,0.0,3.78,,,0.0,0.0119,,,0.0,M-R relationship,0.0,,,0.0,62.24,2.03,-1.96,0.0,756.0,,,0.0,0,,6067.0,100.0,-100.0,0.0,1.46,0.28,-0.28,0.0,1.17,0.08,-0.05,0.0,0.07,0.079,-0.069,0.0,[Fe/H],4.2,0.15,-0.15,0.0,18h48m48.03s,282.2001207,+44d25m20.21s,44.4222795,948.781,13.019,-12.677,13.9,0.114,-0.114,12.627,0.019,-0.019,13.8586,0.000185,-0.000185,,,0.177551535,,859.5263787,586.3763787,859.5263126379853,586.3763126379853,0
2911,kepler-271 b,Kepler-271 b,Kepler-271,1,3,Transit,2014,Kepler,0,10.43547805,2.7e-05,-2.7e-05,0.0,0.0881,,,0.0,1.23,0.08,-0.07,0.0,0.11,0.007,-0.006,0.0,2.04,,,0.0,0.00642,,,0.0,M-R relationship,0.0,,,0.0,75.96,2.07,-2.0,0.0,759.0,,,0.0,0,,5555.0,60.07,-59.33,0.0,0.87,0.05,-0.04,0.0,0.9,0.04,-0.04,0.0,-0.13,0.121,-0.122,0.0,[Fe/H],4.52,0.04,-0.05,0.0,18h52m00.70s,283.0029316,+44d17m02.79s,44.284108,404.542,3.848,-3.777,13.578,0.16,-0.16,11.745,0.021,-0.021,13.4284,0.000605,-0.000605,,,0.09023248,,868.361929,595.211929,868.3618622884173,595.2118622884174,0
2912,kepler-271 c,Kepler-271 c,Kepler-271,1,3,Transit,2014,Kepler,0,7.41086267,3.305e-05,-3.305e-05,0.0,0.0702,,,0.0,0.95,0.06,-0.06,0.0,0.085,0.005,-0.005,0.0,0.809,,,0.0,0.00254,,,0.0,M-R relationship,0.0,,,0.0,119.63,3.27,-3.15,0.0,850.0,,,0.0,0,,5555.0,60.07,-59.33,0.0,0.87,0.05,-0.04,0.0,0.9,0.04,-0.04,0.0,-0.13,0.121,-0.122,0.0,[Fe/H],4.52,0.04,-0.05,0.0,18h52m00.70s,283.0029316,+44d17m02.79s,44.284108,404.542,3.848,-3.777,13.578,0.16,-0.16,11.745,0.021,-0.021,13.4284,0.000605,-0.000605,,,0.0718236,,972.7924087,699.6424087,972.7923339436585,699.6423339436585,0
2913,kepler-271 d,Kepler-271 d,Kepler-271,1,3,Transit,2016,Kepler,0,5.24972541,4.062e-05,-4.062e-05,0.0,0.0558,,,0.0,0.66,0.05,-0.05,0.0,0.059,0.004,-0.004,0.0,0.219,,,0.0,0.00069,,,0.0,M-R relationship,0.0,,,0.0,189.34,5.17,-4.99,0.0,954.0,,,0.0,0,,5555.0,60.07,-59.33,0.0,0.87,0.05,-0.04,0.0,0.9,0.04,-0.04,0.0,-0.13,0.121,-0.122,0.0,[Fe/H],4.52,0.04,-0.05,0.0,18h52m00.70s,283.0029316,+44d17m02.79s,44.284108,404.542,3.848,-3.777,13.578,0.16,-0.16,11.745,0.021,-0.021,13.4284,0.000605,-0.000605,,,0.057074974,,1091.117772,817.9677718,1091.1176878986248,817.9676878986248,0
2914,kepler-272 b,Kepler-272 b,Kepler-272,1,3,Transit,2014,Kepler,0,2.971353,1.7e-05,-1.7e-05,0.0,0.038,,,0.0,1.43,0.77,-0.77,0.0,0.128,0.069,-0.069,0.0,78.0,93.8,-66.9,0.0,0.245,0.295,-0.21,0.0,Mass,0.0,,,0.0,801.74,32.77,-31.38,0.0,1200.0,,,0.0,0,,5297.0,200.0,-200.0,0.0,0.93,0.5,-0.5,0.0,0.86,0.06,-0.03,0.0,0.09,0.056,-0.056,0.0,[M/H],4.43,0.3,-0.3,0.0,19h56m30.61s,299.1275257,+47d35m37.79s,47.5938319,889.608,13.909,-13.909,14.811,0.137,-0.137,12.708,0.025,-0.025,14.6591,0.000273,-0.000273,,,0.038465922,,1303.540978,1030.390978,1303.540878110028,1030.390878110028,0
2915,kepler-272 c,Kepler-272 c,Kepler-272,1,3,Transit,2014,Kepler,0,6.057342,3.7e-05,-3.7e-05,0.0,0.061,,,0.0,1.79,0.96,-0.96,0.0,0.16,0.086,-0.086,0.0,97.8,55.5,-33.9,0.0,0.308,0.175,-0.107,0.0,Mass,0.0,,,0.0,310.76,12.7,-12.16,0.0,947.0,,,0.0,0,,5297.0,200.0,-200.0,0.0,0.93,0.5,-0.5,0.0,0.86,0.06,-0.03,0.0,0.09,0.056,-0.056,0.0,[M/H],4.43,0.3,-0.3,0.0,19h56m30.61s,299.1275257,+47d35m37.79s,47.5938319,889.608,13.909,-13.909,14.811,0.137,-0.137,12.708,0.025,-0.025,14.6591,0.000273,-0.000273,,,0.061843592,,1028.848832,755.6988324,1028.8487533570585,755.6987533570585,0
2916,kepler-272 d,Kepler-272 d,Kepler-272,1,3,Transit,2014,Kepler,0,10.937304,7.3e-05,-7.3e-05,0.0,0.091,,,0.0,2.25,1.22,-1.22,0.0,0.201,0.109,-0.109,0.0,5.69,,,0.0,0.0179,,,0.0,M-R relationship,0.0,,,0.0,141.13,5.77,-5.52,0.0,777.0,,,0.0,0,,5297.0,200.0,-200.0,0.0,0.93,0.5,-0.5,0.0,0.86,0.06,-0.03,0.0,0.09,0.056,-0.056,0.0,[M/H],4.43,0.3,-0.3,0.0,19h56m30.61s,299.1275257,+47d35m37.79s,47.5938319,889.608,13.909,-13.909,14.811,0.137,-0.137,12.708,0.025,-0.025,14.6591,0.000273,-0.000273,,,0.091702286,,842.3562265,569.2062265,842.3561617478559,569.206161747856,0
2917,kepler-273 b,Kepler-273 b,Kepler-273,1,2,Transit,2014,Kepler,0,2.936532,9e-06,-9e-06,0.0,0.037,,,0.0,1.5,0.86,-0.86,0.0,0.134,0.077,-0.077,0.0,2.86,,,0.0,0.00899,,,0.0,M-R relationship,0.0,,,0.0,285.64,11.59,-11.14,0.0,1209.0,,,0.0,0,,5626.0,200.0,-200.0,0.0,0.81,0.46,-0.46,0.0,0.94,0.04,-0.05,0.0,0.14,0.15,-0.15,0.0,[Fe/H],4.51,0.3,-0.3,0.0,19h25m12.51s,291.3021458,+47d41m51.57s,47.6976573,713.964,11.293,-10.952,15.1,0.103,-0.103,13.217,0.027,-0.027,14.9683,0.000341,-0.000341,,,0.039313309,,1309.442446,1036.292446,1309.4423453049362,1036.2923453049361,0
2918,kepler-273 c,Kepler-273 c,Kepler-273,1,2,Transit,2014,Kepler,0,8.014927,5.2e-05,-5.2e-05,0.0,0.073,,,0.0,1.98,1.15,-1.15,0.0,0.177,0.103,-0.103,0.0,4.58,,,0.0,0.0144,,,0.0,M-R relationship,0.0,,,0.0,74.89,3.04,-2.92,0.0,865.0,,,0.0,0,,5626.0,200.0,-200.0,0.0,0.81,0.46,-0.46,0.0,0.94,0.04,-0.05,0.0,0.14,0.15,-0.15,0.0,[Fe/H],4.51,0.3,-0.3,0.0,19h25m12.51s,291.3021458,+47d41m51.57s,47.6976573,713.964,11.293,-10.952,15.1,0.103,-0.103,13.217,0.027,-0.027,14.9683,0.000341,-0.000341,,,0.076780244,,932.2359497,659.0859497,932.2358780532903,659.0858780532903,0
2919,kepler-274 b,Kepler-274 b,Kepler-274,1,2,Transit,2014,Kepler,0,11.634788,0.000134,-0.000134,0.0,0.101,,,0.0,1.54,0.84,-0.84,0.0,0.137,0.075,-0.075,0.0,2.99,,,0.0,0.0094,,,0.0,M-R relationship,0.0,,,0.0,147.81,11.3,-10.38,0.0,961.0,,,0.0,0,,6023.0,200.0,-200.0,0.0,1.01,0.54,-0.54,0.0,1.08,0.09,-0.07,0.0,-0.211,0.014,-0.014,0.0,[M/H],4.44,0.3,-0.3,0.0,19h31m41.47s,292.9227926,+38d28m37.98s,38.4772173,1333.62,42.77,-42.77,15.238,0.057,-0.057,13.456,0.039,-0.039,15.0319,0.000317,-0.000317,,,0.103098907,,947.4534958,674.3034958,947.4534229729647,674.3034229729648,0
2920,kepler-274 c,Kepler-274 c,Kepler-274,1,2,Transit,2014,Kepler,0,33.197861,0.000894,-0.000894,0.0,0.204,,,0.0,1.84,1.0,-1.0,0.0,0.164,0.089,-0.089,0.0,4.04,,,0.0,0.0127,,,0.0,M-R relationship,0.0,,,0.0,36.52,2.79,-2.56,0.0,678.0,,,0.0,0,,6023.0,200.0,-200.0,0.0,1.01,0.54,-0.54,0.0,1.08,0.09,-0.07,0.0,-0.211,0.014,-0.014,0.0,[M/H],4.44,0.3,-0.3,0.0,19h31m41.47s,292.9227926,+38d28m37.98s,38.4772173,1333.62,42.77,-42.77,15.238,0.057,-0.057,13.456,0.039,-0.039,15.0319,0.000317,-0.000317,,,0.207406237,,666.6586303,393.5086303,666.6585790895044,393.50857908950445,0
2921,kepler-275 b,Kepler-275 b,Kepler-275,1,3,Transit,2014,Kepler,0,10.300682,0.000254,-0.000254,0.0,0.098,,,0.0,2.34,0.45,-0.45,0.0,0.209,0.04,-0.04,0.0,6.08,,,0.0,0.0191,,,0.0,M-R relationship,0.0,,,0.0,311.76,47.05,-39.41,0.0,1015.0,,,0.0,0,,6165.0,100.0,-100.0,0.0,1.38,0.26,-0.26,0.0,1.16,0.08,-0.06,0.0,0.0,0.085,-0.101,0.0,[Fe/H],4.23,0.15,-0.15,0.0,19h29m55.13s,292.4797004,+38d30m53.65s,38.5149018,2034.25,140.82,-124.0,15.289,0.115,-0.115,13.957,0.057,-0.057,15.2874,0.000478,-0.000478,,,0.097350266,,1150.812646,877.6626461,1150.8125576634445,877.6625576634445,0
2922,kepler-275 c,Kepler-275 c,Kepler-275,1,3,Transit,2014,Kepler,0,16.088134,0.000164,-0.000164,0.0,0.132,,,0.0,3.38,0.64,-0.64,0.0,0.302,0.057,-0.057,0.0,11.4,,,0.0,0.0357,,,0.0,M-R relationship,0.0,,,0.0,171.82,25.93,-21.72,0.0,875.0,,,0.0,0,,6165.0,100.0,-100.0,0.0,1.38,0.26,-0.26,0.0,1.16,0.08,-0.06,0.0,0.0,0.085,-0.101,0.0,[Fe/H],4.23,0.15,-0.15,0.0,19h29m55.13s,292.4797004,+38d30m53.65s,38.5149018,2034.25,140.82,-124.0,15.289,0.115,-0.115,13.957,0.057,-0.057,15.2874,0.000478,-0.000478,,,0.131047962,,991.5867111,718.4367111,991.586634923729,718.436634923729,0
2923,kepler-275 d,Kepler-275 d,Kepler-275,1,3,Transit,2014,Kepler,0,35.676062,0.000641,-0.000641,0.0,0.224,,,0.0,3.33,0.74,-0.74,0.0,0.297,0.066,-0.066,0.0,11.1,,,0.0,0.0348,,,0.0,M-R relationship,0.0,,,0.0,59.44,8.97,-7.51,0.0,671.0,,,0.0,0,,6165.0,100.0,-100.0,0.0,1.38,0.26,-0.26,0.0,1.16,0.08,-0.06,0.0,0.0,0.085,-0.101,0.0,[Fe/H],4.23,0.15,-0.15,0.0,19h29m55.13s,292.4797004,+38d30m53.65s,38.5149018,2034.25,140.82,-124.0,15.289,0.115,-0.115,13.957,0.057,-0.057,15.2874,0.000478,-0.000478,,,0.222849208,,761.1910168,488.0410168,761.1909583069133,488.04095830691335,0
2924,kepler-276 b,Kepler-276 b,Kepler-276,1,3,Transit,2014,Kepler,0,14.12841,0.000111,-0.000111,0.0,0.119,,,0.0,2.87,1.35,-1.35,0.0,0.256,0.12,-0.12,0.0,8.6,,,0.0,0.0271,,,0.0,M-R relationship,0.0,,,0.0,58.59,5.65,-5.07,0.0,739.0,,,0.0,0,,6105.0,200.0,-200.0,0.0,1.05,0.48,-0.48,0.0,1.04,0.06,-0.07,0.0,0.02,0.133,-0.164,0.0,[Fe/H],4.45,0.3,-0.3,0.0,19h34m16.37s,293.568197,+39d02m10.72s,39.0363123,1144.86,46.15,-42.76,15.481,0.172,-0.172,13.838,0.053,-0.053,15.3648,0.000421,-0.000421,,,0.115881417,,902.0941708,628.9441708,902.0941014558583,628.9441014558583,0
2925,kepler-276 c,Kepler-276 c,Kepler-276,1,3,Transit,2013,Kepler,0,31.884,,,0.0,0.1994,,,0.0,2.9,1.27,-0.28,0.0,0.259,0.113,-0.025,0.0,16.6,4.4,-3.6,0.0,0.052,0.014,-0.011,0.0,Mass,0.0,,,0.0,19.79,1.91,-1.71,0.0,563.0,,,0.0,1,,5779.0,78.0,-86.0,0.0,1.03,0.45,-0.1,0.0,1.1,0.22,-0.14,0.0,0.02,0.133,-0.164,0.0,[Fe/H],4.46,0.05,-0.3,0.0,19h34m16.37s,293.568197,+39d02m10.72s,39.0363123,1144.86,46.15,-42.76,15.481,0.172,-0.172,13.838,0.053,-0.053,15.3648,0.000421,-0.000421,,,0.203135855,,653.3618453,380.2118453,653.3617951163233,380.2117951163233,0
2926,kepler-276 d,Kepler-276 d,Kepler-276,1,3,Transit,2013,Kepler,0,48.648,,,0.0,0.2642,,,0.0,2.8,1.23,-0.27,0.0,0.25,0.11,-0.024,0.0,16.3,5.0,-4.3,0.0,0.051,0.016,-0.014,0.0,Mass,0.0,,,0.0,11.27,1.09,-0.97,0.0,489.0,,,0.0,1,,5779.0,78.0,-86.0,0.0,1.03,0.45,-0.1,0.0,1.1,0.22,-0.14,0.0,0.02,0.133,-0.164,0.0,[Fe/H],4.46,0.05,-0.3,0.0,19h34m16.37s,293.568197,+39d02m10.72s,39.0363123,1144.86,46.15,-42.76,15.481,0.172,-0.172,13.838,0.053,-0.053,15.3648,0.000421,-0.000421,,,0.269224583,,567.6098711,294.4598711,567.6098275086366,294.45982750863664,0
