,hostname,st_spectype,st_teff,st_rad,st_lum,sy_dist,sy_bmag,sy_vmag,b-v_index,abs_mag
5708,HD 27631,G3 IV-V,5737.0,1.0,-0.056,50.2862,8.915,8.26,0.6549999999999994,4.7527559083325155
5758,HD 28254,G1 IV/V,5664.0,1.48,0.34,55.2884,8.44,7.69,0.7499999999999991,3.9768298899902983
5765,HD 285968,M2,3679.0,0.45,-1.472,9.47045,11.401,9.95,1.4510000000000005,10.068146922368175
5797,HD 290327,G8 V,5552.0,1.0,-0.14,56.433,9.658,8.99,0.6679999999999993,5.232334309272317
5799,HD 29399,K1 III,4845.0,4.5,1.002,44.1518,6.823,5.79,1.0330000000000004,2.565257931085262
5802,HD 2952,K0 III,4844.0,12.02,1.85,110.103,6.96,5.9258,1.0342000000000002,0.716804237761786
5827,HD 30562,G5V,5937.0,1.58,0.489,26.1597,6.395,5.77466,0.6203399999999997,3.6864962040881717
5927,HD 33142,K0 III,5025.4,4.17,1.0,121.375,8.863,7.96,0.9029999999999996,2.539353785419694
5937,HD 332231,F8,6089.0,1.28,0.305,80.6665,9.114,8.558,0.5560000000000009,4.024533930214034
5947,HD 33283,G3/G5 V,5935.0,1.97,0.64,89.8623,8.675,8.05,0.625,3.282112349785228
5956,HD 33564,F7 V,6420.0,1.44,0.502,20.9531,5.563,5.10111,0.46188999999999947,3.4948685715323795
5962,HD 33844,K0 III,4861.0,5.29,1.149,105.779,8.332,7.29,1.0420000000000007,2.1680027148766605
5973,HD 34445,G0 V,5836.0,1.38,0.303,46.0907,7.969,7.31,0.6590000000000007,3.991933480007819
5984,HD 360,G8 III,4770.0,10.86,1.742,111.542,7.022,5.986,1.0360000000000005,0.748807863361761
5986,HD 36384,M0 III,3940.0,38.4,2.589,209.309,7.763,6.18839,1.5746099999999998,-0.41554951403702134
6005,HD 3651,K0V,5221.0,0.88,-0.268,11.1336,6.744,5.88437,0.8596300000000001,5.651191928848172
6041,HD 37605,K0 V,5448.0,0.9,-0.229,46.7864,9.432,8.67,0.7620000000000005,5.319401852504997
6055,HD 3765,K2V,5032.0,0.79,-0.432,17.926,8.315,7.36,0.9549999999999992,6.0925830395649285
6096,HD 38801,K0,5207.0,2.41,0.58,91.4349,9.104,8.26,0.8439999999999994,3.4544400287477792
6102,HD 39091,G0 V,6037.0,1.1,0.16,18.2702,6.252,5.65,0.6019999999999994,4.341283492459817
6130,HD 39194,G8V,5326.0,0.74,-0.398,26.4131,8.842,8.09,0.7520000000000007,5.980903121968953
6138,HD 39855,G6V,5510.0,0.79,-0.284,23.2599,8.152,7.51,0.6419999999999995,5.676960783708863
6146,HD 40307,K3V,4827.0,0.72,-0.569,12.9363,8.109,7.17,0.9390000000000001,6.610949607270093
6242,HD 42618,G4 V,5727.0,1.0,-0.009,24.3358,7.503,6.87,0.633,4.93877186229145
6256,HD 4308,G5V,5695.0,1.02,0.029,22.0158,7.2,6.55,0.6500000000000004,4.836327643624374
6275,HD 43197,G8 V,5508.0,1.0,-0.137,62.4112,9.708,8.98,0.7279999999999998,5.0036873351032725
6284,HD 43691,G0,6093.0,1.6,0.5,85.6009,8.592,8.03,0.5620000000000012,3.3676083458327533
6291,HD 44219,G2 V,5752.0,1.32,0.26,52.9051,8.309,7.69,0.6189999999999989,4.072512301913194
6299,HD 45184,G2V,5810.0,1.08,0.083,21.9532,7.003,6.383,0.6200000000000001,4.675510830173187
6327,HD 45364,K0 V,5466.0,0.89,-0.196,34.354,8.78,8.08,0.6999999999999993,5.400113443416662
6335,HD 45652,G8/K0,5294.0,0.94,-0.2,34.8541,8.962,8.1,0.8620000000000001,5.388730635513874
6371,HD 4732,K0 IV,4959.0,5.4,1.19,54.7841,6.852,5.9,0.952,2.2067273430002383
6382,HD 47366,K1 III,4866.0,7.3,1.417,84.3552,7.095,6.11151,0.9834899999999998,1.4809507027958526
6403,HD 48265,G5 IV/V,5650.0,2.05,0.584,90.5446,8.782,8.05,0.7319999999999993,3.2656872275852535
6464,HD 50554,F8,6012.0,1.11,0.158,31.1664,7.412,6.8561,0.5559000000000003,4.387666798758284
6486,HD 52265,G0V,6076.0,1.28,0.352,29.9803,6.845,6.29351,0.5514899999999994,3.9093301283371793
6496,HD 5278,F V,6203.0,1.19,0.28,57.5846,8.459,7.94,0.5189999999999992,4.138468227784488
6500,HD 5319,K3 IV,4958.0,3.85,0.908,121.405,9.023,8.05,0.972999999999999,2.628817133532249
6514,HD 55696,G0 V,6012.0,1.52,0.43,77.9693,8.534,7.95,0.5840000000000005,3.490381824055147
6519,HD 5608,K0 IV,4807.0,5.43,1.155,58.1105,6.996,6.00272,0.9932800000000004,2.181446938732244
6560,HD 60292,K0 III,4348.0,27.0,2.394,315.211,8.261,6.94657,1.3144299999999989,-0.5464368238455775
6571,HD 60532,F6V,6262.0,2.59,0.968,25.9716,4.932,4.44,0.492,2.3675064725376274
6574,HD 62364,F7 V,6255.0,1.4,0.433,53.112,7.837,7.32,0.5169999999999995,3.69403672180568
6599,HD 63433,G5 V,5688.0,0.91,-0.125,22.4035,7.594,6.92035,0.6736500000000003,5.16877064226967
6640,HD 64121,G8/K0 III,5078.0,5.44,1.248,129.966,8.319,7.43,0.8890000000000011,1.8608512362989513
6666,HD 66141,K2 III,4323.0,21.4,2.24,68.1509,5.645,4.37821,1.2667899999999994,0.21085202251757185
6691,HD 67087,F8 V,6330.0,1.55,0.54,76.5217,8.596,8.05,0.5459999999999994,3.6310769514295274
6707,HD 68402,G5 IV/V,5950.0,1.02,0.068,78.4293,9.707,9.11,0.5970000000000013,4.637608305766452
6710,HD 6860,M0 III,3802.0,86.4,3.224,61.12469,3.639,2.06763,1.57137,-1.863453347846049
6726,HD 69123,K1 III,4842.0,7.72,1.47,75.116,6.803,5.77,1.0330000000000004,1.3913377336471608
6729,HD 69830,K0V,5361.0,0.9,-0.201,12.5591,6.72,5.96004,0.7599599999999995,5.465247407706814
6759,HD 70642,G8/K1(III+F/G),5706.0,1.02,-0.009,29.276,7.876,7.17,0.7060000000000004,4.837441307569273
6800,HD 72659,G2 V,5926.0,1.36,0.336,51.8949,8.076,7.46,0.6160000000000005,3.8843766029243287
6808,HD 72892,G5 V,5688.0,1.22,0.146,69.7311,9.516,8.83,0.6859999999999999,4.61286741898028
6810,HD 73256,G8/K0,5570.0,0.89,-0.161,36.708,8.797,8.08,0.7170000000000005,5.256196384838482
6818,HD 73267,G5 V,5317.0,1.04,-0.106,50.4093,9.662,8.9,0.7620000000000005,5.387446666374819
6837,HD 73534,G5,4917.0,2.58,0.54,83.3321,9.213,8.23,0.9829999999999988,3.625938368267607
6846,HD 73583,K4,4582.0,0.68,-0.744,31.5666,10.742,9.67,1.072000000000001,7.173860964589765
6882,HD 74698,G5 V,5783.0,1.33,0.253,52.0648,8.436,7.78,0.6559999999999997,4.197278977770777
6897,HD 75289,G0V,6095.0,1.28,0.334,29.1158,6.919,6.35,0.569,4.029356362519206
6908,HD 75784,K3 IV,4917.0,3.3,0.756,85.4321,13.062,7.84,5.2219999999999995,3.181894590729801
6920,HD 75898,G0,5963.0,1.58,0.46,78.0505,8.667,8.03,0.6370000000000005,3.568121552274607
6937,HD 76920,K1 III,4698.0,7.47,1.38,184.031,8.93,7.83,1.0999999999999996,1.5055450698723147
6950,HD 79181,G8 III,4862.0,11.06,1.79,103.335,6.686,5.72,0.9660000000000002,0.6487627809608547
6957,HD 7924,K0 V,5075.0,0.78,-0.438,16.9922,7.907,7.17896,0.72804,6.027711944381657
6971,HD 79498,G5,5748.0,1.05,0.03,48.9489,8.727,8.05,0.6769999999999996,4.601285316985306
7024,HD 81688,K0 III-IV,4797.0,11.13,1.78,85.7183,6.388,5.39755,0.99045,0.7321822532432236
7026,HD 81817,K3 III,4140.0,83.8,3.261,269.126,5.737,4.26489,1.4721099999999998,-2.884888282781499
7037,HD 82943,G2/3V,5997.0,1.14,0.215,27.5902,7.168,6.54993,0.6180700000000003,4.346155756650545
7059,HD 8326,K2V,4805.0,0.8,-0.509,30.6862,9.67,8.76,0.9100000000000001,6.325284443668511
7067,HD 83443,K0 V,5442.0,0.94,-0.104,40.8991,9.053001,8.23,0.8230009999999996,5.171431243500486
7101,HD 85512,M0V,4379.0,0.66,-0.77,11.281,8.743,7.67,1.0730000000000004,7.408262003876681
7131,HD 86081,F8,5939.0,1.46,0.38,103.936,9.342,8.73,0.6120000000000001,3.646170005554782
7142,HD 86226,G2 V,5903.0,1.02,0.025,45.683,8.432,7.93,0.5020000000000007,4.631226918659484
7170,HD 86950,K1 III,4805.0,8.8,1.56,209.839,8.549,7.47,1.0789999999999997,0.8605689603423441
7183,HD 87883,K0,4958.0,0.78,-0.456,18.2912,8.538,7.56,0.9780000000000006,6.248789007805806
7205,HD 88133,G5,5392.0,2.2,0.57,73.6123,8.836,8.01852,0.8174799999999998,3.683768063107639
7272,HD 90156,G5V,5626.0,0.9,-0.102,21.9496,7.595,6.92,0.6749999999999998,5.21286694872106
7284,HD 9174,G8 IV,5577.0,1.67,0.382,81.4893,9.112001,8.4,0.712000999999999,3.8444970640319154
7308,HD 93083,K3V,5050.0,0.83,-0.398,28.5159,9.274,8.3,0.9739999999999984,6.024564584734983
7321,HD 93963 A,G0 V,5987.0,1.04,0.098,82.3432,9.771,9.182,0.5890000000000004,4.603861297857478
7329,HD 9446,G5 V,5793.0,1.0,0.041,50.3503,9.045,8.35,0.6950000000000003,4.8399896873237696
7330,HD 94771,G3/G5 V,5631.0,1.9,0.516,57.7807,8.055,7.37,0.6849999999999996,3.561086005406856
7357,HD 95127,K0,4218.0,20.0,2.28,676.579,9.429,8.15,1.279,-1.0015925690506968
7362,HD 95338,K0.5 V,5212.0,0.87,-0.31,36.9941,9.499,8.62,0.8790000000000013,5.779337669091973
7385,HD 96127,K2 III,4152.0,35.0,2.86,587.659,8.924,7.40521,1.5187899999999992,-1.4404169588051587
7391,HD 96167,G5,5733.0,1.94,0.57,85.3006,8.764,8.09,0.6739999999999995,3.435239570084266
7409,HD 96700,G1/2V,5865.0,1.16,0.17,25.4111,7.113,6.51,0.6030000000000006,4.484882673648183
7421,HD 97048,Be9.5/AO,10000.0,2.25,1.602,183.857,8.785,8.44,0.34500000000000064,2.117599152785755
7423,HD 97658,K1V,5148.0,0.76,-0.444,21.5618,8.605,7.76,0.8450000000000006,6.091574933234304
7456,HD 98649,G4 V,5759.0,1.0,-0.066,42.1727,8.647,8.0,0.6470000000000002,4.8748429674696565
7481,HD 99283,K0 III,4886.0,11.21,1.81,111.093,6.725,5.72916,0.9958399999999994,0.5007265260494353
7492,HD 99492,K2/4,4955.0,0.76,-0.469,18.2038,8.486,7.56727,0.9187300000000009,6.266459723050132
7499,HIP 55846,G6/8III/IV,5502.0,0.93,-0.119,18.1995,7.278,6.48616,0.7918399999999997,5.185862716729516
7521,GJ 9714,K5V,4237.0,0.67,-0.886,20.5121,10.613,9.37,1.2430000000000003,7.809949374480737
7530,HD 199509,G3V,5770.0,0.92,-0.081,24.3056,7.715,6.98,0.7349999999999994,5.051468268036095
7539,HIP 107772,M0,4108.0,0.51,-1.155,23.6434,11.871,10.56,1.311,8.69145035150398
7541,HIP 107773,K1 III,4945.0,11.6,1.87,105.18,6.629,5.62,1.0089999999999995,0.5103341676128066
7557,HIP 114933,K0 III,4823.0,5.27,1.14,101.766,8.244,7.25,0.9939999999999998,2.2119864773229665
7567,HIP 12961,M0,3996.0,0.64,-1.046,23.371,11.602,10.25,1.3520000000000003,8.406613522936071
7578,HD 18143,K2,5148.0,0.87,-0.26,22.5243,8.471,7.518,0.9530000000000003,5.754743484732547
7584,HIP 14810,G5,5544.0,1.07,-0.01,50.48,9.257,8.520001,0.7369989999999991,5.004404268819611
7593,GJ 3222,K0V,5045.0,0.98,-0.252,18.23817,7.782,6.9,0.8819999999999997,5.59509370250874
7608,HIP 34222,M0V,4095.0,0.63,-1.0,22.8386,11.511,10.14,1.3709999999999987,8.346652608722406
7619,HIP 38594,M,3954.0,0.71,-0.959,17.7886,11.111,9.75,1.3610000000000007,8.499291152272887
7635,HIP 4845,K7V,3988.0,0.62,-1.046,21.0974,11.375,10.06,1.3149999999999995,8.43885531479782
7638,HIP 48714,M2,3831.0,0.63,-1.097,10.5298,10.389,8.99,1.3989999999999991,8.87789938800479
7649,HIP 54373,K5,3848.0,0.57,-1.155,18.7168,11.808,10.38,1.427999999999999,9.01884200158386
7655,HIP 54597,K5 V,4799.0,0.66,-0.682,39.7429,10.854,9.83,1.0239999999999991,6.833702230161486
7656,HIP 55507,M0,4211.0,0.7,-0.854,25.4893,11.177,9.8,1.376999999999999,7.768210455904287
7662,HIP 56640,K1 III,4769.0,4.93,1.05,122.324,9.026,7.94,1.0859999999999994,2.5024416295775866
7664,HIP 57274,K4 V,4640.0,0.68,0.19,25.8618,10.106,8.97,1.1359999999999992,6.906706255966774
7670,HIP 5763,K5,4410.0,0.69,-0.796,31.9043,10.986,9.82,1.1660000000000004,7.3007538981279225
7708,HD 115404 A,K2V,4899.0,0.79,-0.495,10.9816,7.458,6.50066,0.9573400000000003,6.2973318966300775
7713,HIP 65 A,K4 V,4590.0,0.72,-0.678,61.7856,12.099,11.0,1.0990000000000002,7.0455636576671985
7724,HIP 65891,K0 III,5000.0,8.93,1.65,150.292,7.775,6.75,1.0250000000000004,0.8653206808420082
7744,HIP 67537,K1 III,4985.0,8.69,1.617,116.046,7.446,6.43,1.016,1.1068491234279403
7745,HIP 67851,K0 III,4890.0,5.92,1.244,64.1181,7.198,6.17,1.0280000000000005,2.1350967774832093
7757,HIP 70849,K5,3961.0,0.64,-1.046,24.0572,11.764,10.421,1.343,8.514774606367547
7763,HD 127506,K3V,4626.0,0.73,-0.658,22.5279,9.782,8.7,1.0820000000000007,6.936396451704597
7770,HIP 74890,K1 III,4850.0,5.77,1.215,78.6562,8.064,7.05,1.0140000000000002,2.571335194214077
7777,HIP 75092,K0 III,4891.0,4.53,1.02,81.6696,8.149,7.11,1.0389999999999988,2.549697857432668
7780,HD 140901,G6IV,5627.0,0.95,-0.06,15.2528,6.719,6.01,0.7090000000000005,5.093252121609599
7814,HD 149806,K0V,5359.0,0.89,-0.222,20.2727,7.933,7.08308,0.84992,5.548522031815618
7824,HD 153557,K0,4649.0,0.84,-0.538,17.9412,8.81,7.83,0.9800000000000004,6.56074256232664
7836,HD 155918,G2V,5752.0,1.07,0.049,27.561,7.591,7.0,0.5910000000000002,4.7985251445254296
7837,HIP 8541,K2 III/IV,4670.0,7.83,1.405,155.121,8.868,7.88,0.9880000000000004,1.926647021030134
7847,GJ 680,K5,3563.0,0.47,-1.523,9.67315,11.645,10.129,1.516,10.201160388194582
7853,HIP 90988,K1 III,4883.0,3.94,0.89,94.0349,8.814,7.75,1.064,2.883554664745244
7855,HIP 91258,G5 V,5519.0,1.0,-0.222,45.8846,9.453,8.65,0.802999999999999,5.3416652495737225
7875,HIP 97233,K0,5020.0,5.34,1.204,102.275,8.892,7.34,1.5519999999999996,2.2911525591479434
7881,HN Lib,M4.0 V,3347.0,0.3,-1.995,6.24442,12.922,11.311,1.6110000000000007,12.33353946979376
7906,HN Peg,G0V,5974.0,1.04,0.072,18.1186,6.533,5.97707,0.55593,4.6864468135841655
7946,HR 810,G0V,6097.0,1.18,0.25,17.3181,5.952,5.4,0.5519999999999996,4.207498784681938
7975,HS Psc,K7 V,4203.0,0.65,-0.914,37.6604,12.705,10.769,1.936,7.889575357753142
8093,K2-113,G,5627.0,1.05,0.009,635.722,14.44,13.744,0.6959999999999997,4.727663794874793
8131,K2-117,M1.0 V,3676.0,0.51,-1.357,101.632,16.129,14.639,1.490000000000002,9.603847639625176
8256,K2-133,M1 V,3655.0,0.47,-1.444,75.1703,15.394,14.073,1.3209999999999997,9.69276858254067
8261,K2-136,K5 V,4364.0,0.71,-0.785,59.2474,12.479,11.101,1.3779999999999983,7.2376535169208225
8297,K2-140,G5,5654.0,0.99,-0.049,347.917,13.349,12.727,0.6219999999999999,5.019621750688408
8310,K2-146,M3.0 V,3385.0,0.35,-1.824,79.3002,17.873,16.7,1.1730000000000018,12.2036285868176
8328,K2-149,M1.0 V,3745.0,0.57,-1.31,123.676,16.055,14.543,1.5120000000000005,9.081572846996947
8339,K2-150,M2.5 V,3499.0,0.44,-1.585,102.483,17.353,15.784,1.5690000000000008,10.730740849553786
8348,K2-151,M1.5 V,3585.0,0.43,-1.553,69.4798,15.639,14.175,1.4639999999999986,9.965707201773903
8351,K2-152,M0.0 V,3940.0,0.63,-1.06,108.449,15.098,13.728,1.370000000000001,8.551872241138945
8354,K2-153,M3.0 V,3720.0,0.49,-1.367,143.125,16.437,14.96,1.4770000000000003,9.181422501580185
8359,K2-154,M0.0 V,3978.0,0.65,-1.018,129.356,15.435,13.861,1.5739999999999998,8.302067111642561
8771,K2-216,K5 V,4503.0,0.72,-0.721,115.461,13.563,12.403,1.1600000000000001,7.090823427128166
8857,K2-233,K3,4950.0,0.74,-0.523,67.5062,11.813,10.883,0.9300000000000015,6.736281691242352
8870,K2-239,M3.0 V,3420.0,0.36,-1.796,31.0849,16.206,14.632,1.5739999999999998,12.169252627086017
8872,K2-24,G3,5743.0,1.21,0.158,170.562,12.22,11.275,0.9450000000000003,5.115588600560313
8884,K2-240,M0.5 V,3810.0,0.54,-1.276,72.9105,14.821,13.372,1.4489999999999998,9.058049617416312
8916,K2-25,M4.5,3180.0,0.29,-2.076,44.9565,17.76,16.21,1.5500000000000007,12.946037536333616
8953,K2-26,M1.0 V,3785.0,0.52,-1.31,99.0504,15.968,14.528,1.4399999999999995,9.548718831447868
8972,K2-263,G9 V,5368.0,0.85,-0.26,162.481,12.348,11.568,0.7800000000000011,5.513987083505371
8976,K2-264,M2.5 V,3580.0,0.47,-1.481,185.605,18.735,16.701,2.033999999999999,10.35805164265581
9157,K2-286,M0 V,3926.0,0.62,-1.046,76.1486,14.088,12.881,1.206999999999999,8.47269038402077
9165,K2-288 A,M2 V,3584.0,0.45,-1.49,96.98398,15.403,13.971,1.4320000000000004,9.037499987028909
9175,K2-29,K1 V,5222.0,0.75,-0.427,178.475,13.484,12.532,0.952,6.274113046846841
9224,K2-3,M V,3844.0,0.55,-1.231,44.0727,13.527,12.168,1.359,8.94715171373332
9227,K2-30,G8 V,5581.0,0.94,-0.112,333.042,14.506,13.547,0.9589999999999996,5.934504970335622
9249,K2-315,M(3.5+/-0.5) V,3300.0,0.2,-2.387,56.9686,18.656,17.67,0.9859999999999971,13.89182226586787
9304,K2-33,M3.3,3540.0,1.05,-0.824,139.268,17.353,15.838,1.5150000000000023,10.118743305888927
9362,K2-34,F,6149.0,1.58,0.484,348.646,12.019,11.447,0.572000000000001,3.7350765653584546
9539,K2-38,G2 V,5731.0,1.06,0.037,192.69,12.344,11.344,1.0,4.919704116331184
9680,K2-415,M5 V,3173.0,0.2,-2.455,21.8182,17.065,15.33,1.7350000000000012,13.635905407673508
9681,K2-416,M V,3746.0,0.55,-1.27,120.311,16.265,14.794,1.471,9.392473317128562
9683,K2-417,M V,3861.0,0.58,-1.202,94.0424,15.331,13.909,1.4219999999999988,9.042381480176132
10045,KELT-10,G0 V,5948.0,1.21,0.217,188.404,11.337,10.617,0.7199999999999989,4.241549404756936
10072,KELT-16,F7 V,6236.0,1.36,0.401,444.586,12.281,11.717,0.5640000000000001,3.477221086710525
10075,KELT-17,A,7454.0,1.65,0.876,226.5,9.533,9.234,0.2989999999999995,2.4586589682557474
10081,KELT-18,F4 V,6670.0,1.91,0.813,321.376,10.62,10.16,0.4599999999999991,2.624932794937851
10087,KELT-19 A,A8 V,7500.0,1.83,0.978,300.276,10.205,9.857,0.34800000000000075,2.4693968901888113
10103,KELT-20,A2 V,8720.0,1.56,1.104,136.426,7.669,7.59,0.07899999999999974,1.9155142708140502
10106,KELT-21,A8 V,7598.0,1.64,0.905,470.878,10.763,10.484,0.2789999999999999,2.119457999281364
10108,KELT-23 A,G2 V,5899.0,1.0,0.034,126.261,10.902,10.308,0.5939999999999994,4.801653876692222
10131,KELT-4 A,F,6206.0,1.6,0.535,218.05,10.499,9.98,0.5190000000000001,3.287219544952775
10137,KELT-6,F8,6102.0,1.58,0.493,240.726,10.763,10.371,0.39199999999999946,3.463385002577473
10144,KELT-7,F,6789.0,1.73,0.758,136.681,8.997,8.56,0.4369999999999994,2.881459262151962
10155,KELT-9,B9.5-A0,10170.0,2.36,1.724,204.455,7.587,7.55,0.03699999999999992,0.9970113209784692
10674,KOI-55,B,27730.0,0.2,1.36,1231.02,14.837,15.154,-0.31700000000000017,4.70267445581832
10756,Kapteyn,M2.0V,3819.0,0.25,-2.0,3.93305,10.329,8.86,1.4690000000000012,10.886352662324432
18945,Kepler-1513,G V,5491.0,0.95,-0.129,349.247,14.083,13.071,1.0120000000000005,5.355336578739504
20831,Kepler-1654,G5 V,5597.0,1.18,0.09,568.117,14.332,13.497,0.8350000000000009,4.72481107477434
21048,Kepler-167,K4,4890.0,0.73,-0.57,341.908,15.108,14.284,0.8239999999999998,6.614453687078621
23578,Kepler-186,M1,3788.0,0.47,-1.385,177.594,16.867,15.138,1.729000000000001,8.890858554580692
25792,Kepler-22,G5 V,5518.0,0.98,-0.102,194.642,12.597,11.751,0.8460000000000001,5.304817207796247
31326,Kepler-42,M,3068.0,0.17,-2.62,40.0595,18.121,16.7,1.4209999999999994,13.686472378132343
31347,Kepler-421,G9/K0,5308.0,0.76,-0.398,348.558,14.289,13.611,0.677999999999999,5.899624725073696
31413,Kepler-425,K1 V,5170.0,0.86,-0.323,646.647,16.047,14.845,1.202,5.791663664576239
31427,Kepler-426,G1 V,5725.0,0.92,-0.089,843.695,15.736,15.032,0.7040000000000006,5.401072623249343
31439,Kepler-427,G2 V,5800.0,1.35,0.29,1017.8,15.13,14.301,0.8290000000000006,4.26268776731362
31452,Kepler-428,K1 V,5150.0,0.8,-0.39,686.284,16.584,15.362,1.2219999999999995,6.179480630584607
34682,Kepler-62,K2 V,4925.0,0.64,-0.678,300.874,15.027,13.965,1.0619999999999994,6.573076700787785
35781,Kepler-69,G4 V,5638.0,0.93,-0.097,730.625,14.655,13.866,0.7889999999999997,4.547527357470424
37549,Kepler-80,K5,4540.0,0.68,-0.77,369.451,16.303,15.23,1.0730000000000004,7.392215767952737
39311,Kepler-91,K3,4550.0,6.3,1.225,1294.69,14.097,12.712,1.3849999999999998,2.1511710320685964
40727,L 168-9,M2,3743.0,0.68,-1.097,25.1496,12.46,11.005,1.455,9.002344589655426
40733,L 98-59,M3 V,3415.0,0.3,-1.948,10.6194,13.218,11.685,1.5329999999999995,11.55450010179551
40744,LHS 1140,M4.5 V,3131.0,0.19,-2.526,14.9861,15.881,14.15,1.7309999999999999,13.271556868731198
40750,LHS 1478,m3 V,3381.0,0.25,-2.146,18.2276,14.971,13.304,1.6669999999999998,12.000352552329348
40760,LHS 1815,M1,3643.0,0.5,-1.387,29.8424,13.585,12.167,1.418000000000001,9.792831263764437
40769,LHS 3844,M5,3036.0,0.19,-2.565,14.8846,16.942,15.24,1.702,14.37631415917662
40776,LP 714-47,M0.0 V,3950.0,0.58,-1.125,52.616,13.933,12.492,1.440999999999999,8.886410855744002
40790,LSPM J2116+0234,M3.0 V,3475.0,0.43,-1.699,17.6297,13.441,11.961,1.4800000000000004,10.729775389567799
40799,LTT 1445 A,M2.5V,3697.0,0.24,-2.0,6.86929,12.304,10.59,1.7140000000000004,11.40544074338992
40804,LTT 3780,M3.5 V,3360.0,0.38,-1.777,21.9814,14.678,13.14,1.5380000000000003,11.429723253622688
40812,LTT 9779,G7 V,5443.0,0.95,-0.149,80.4373,10.584,9.79,0.7940000000000005,5.2627125779187995
40829,MASCARA-1,A8,7554.0,2.1,1.176,182.273,8.45,8.28,0.16999999999999993,1.97638829192665
40833,MASCARA-4,A7 V,7800.0,1.92,1.087,170.696,8.398,8.191,0.20699999999999896,2.0298832789688497
40995,NGTS-23,F9 V,6057.0,1.24,0.283,1074.95,14.572,14.126,0.44599999999999973,3.96905867980748
40999,NGTS-24,G2 IV,5820.0,1.64,0.446,683.062,13.97,13.214,0.7560000000000002,4.041699372984555
41001,NGTS-25,K0 V,5321.0,0.86,-0.292,521.233,15.137,14.333,0.8040000000000003,5.747840481449101
41404,PDS 70,K7,3972.0,1.26,-0.456,113.064,13.494,12.032,1.4619999999999997,6.765378270250801
41478,Qatar-10,F7 V,6124.0,1.25,0.3,559.068,13.437,12.868,0.5689999999999991,4.130676826143093
41495,Qatar-3,G0 V,6007.0,1.27,0.279,735.601,13.517,12.929,0.5879999999999992,3.5957884451973516
41498,Qatar-4,K1 V,5215.0,0.85,-0.318,329.036,14.559,13.574,0.9849999999999994,5.987782915325776
41503,Qatar-5,G2 V,5747.0,1.08,0.056,367.658,13.432,12.614,0.8179999999999996,4.786779898113659
41507,Qatar-6,K2 V,5052.0,0.72,-0.514,100.848,12.832,11.496,1.3360000000000003,6.477663551092302
41512,Qatar-7,F4 V,6387.0,1.56,0.563,705.981,13.695,13.134,0.5609999999999999,3.890034934586536
41516,Qatar-8,G0 V,5738.0,1.31,0.228,281.498,12.244,11.71,0.5339999999999989,4.4626234319859
41520,Qatar-9,K5 V,4309.0,0.7,-0.821,213.771,15.515,14.023,1.4920000000000009,7.373256055837772
41551,Ross 458,M2,3621.0,0.63,-1.222,11.5094,11.081,9.76,1.3209999999999997,9.454736580583068
41569,TIC 139270665,G2,5844.0,1.02,0.032,189.875,10.918,10.385,0.5329999999999995,3.9926610656457857
41586,TIC 237913194,G3,5788.0,1.09,0.078,306.063,12.746,12.144,0.6020000000000003,4.714945845758457
41609,TOI-1107,F6 V,6311.0,1.81,0.671,281.314,11.038,10.553,0.48499999999999943,3.3070432700049412
41616,TOI-1130,K7,4250.0,0.69,-0.854,58.2609,12.422,11.595,0.827,7.7681140539129645
41618,TOI-1135,G0,6122.0,1.16,0.231,114.048,10.134,9.54,0.5940000000000012,4.2545616315762835
41637,TOI-393,M2.5 V,3437.0,0.46,-1.571,37.8932,14.094,12.659,1.4349999999999987,9.766193589663562
41638,TOI-1201,M2.0 V,3476.0,0.51,-1.469,37.8871,13.764,12.26,1.5039999999999996,9.367543178718412
41641,TOI-122,M3 V,3403.0,0.33,-1.854,62.118,17.061,15.526,1.5350000000000001,11.559912678026034
41649,TOI-1227,M4.5V-M5V,3072.0,0.56,-2.6,100.641,18.473,16.999,1.4740000000000002,11.985125282967587
41653,TOI-1231,M3 V,3553.0,0.48,-1.487,27.6227,13.74,12.36,1.3800000000000008,10.153669366333785
41657,TOI-1235,M0.5 V,3997.0,0.62,-1.054,39.6345,13.291,11.495,1.7960000000000012,8.504633080895312
41667,TOI-125,K0 V,5282.0,0.85,-0.293,111.059,11.722,11.023,0.6989999999999998,5.795231206651006
41676,TOI-1260,K6 V,4227.0,0.65,-0.857,73.5977,13.341,11.922,1.4189999999999987,7.587678787885615
41683,TOI-1266,M3 V,3618.0,0.44,-1.538,36.0118,14.578,12.941,1.6369999999999987,10.158775852386805
41701,TOI-1278,M0 V,3799.0,0.57,-1.212,75.5759,14.971,13.502,1.4689999999999994,9.11008336149129
41707,TOI-1288,G V,5225.0,1.01,-0.167,114.865,11.383,10.445,0.9379999999999988,5.144061415411498
41716,TOI-132,G8 V,5397.0,0.9,-0.222,163.678,12.067,11.197,0.870000000000001,5.127048451464513
41738,TOI-1386,G5V,5793.0,1.01,0.017,146.858,11.337,10.61,0.7270000000000003,4.775511952848506
41755,TOI-1422,G2 V,5840.0,1.02,0.048,155.141,11.312,10.622,0.6899999999999995,4.668367067647184
41757,TOI-1431,Am C,7690.0,1.92,1.068,148.925,8.306,8.03,0.2759999999999998,2.165161956145587
41767,TOI-1760,M4.5 &#177 0.5 V,3060.0,0.25,-2.292,30.5373,15.763,13.99,1.7729999999999997,11.565846821816777
